Day,Language,Number_of_Foods,SaltUse,Energy (kcal),Protein (gm),Carbs (gm),Sugar (gm),Fiber (gm),Fat (gm),Cholesterol,Calcium (mg),Caffeine (mg),Alcohol (gm),Food_Comparison,Water (gm)
3,2,31,2,1566,52.19,256.85,85.16,23.9,37.4,240,598,78,0,2,1065
1,1,21,2,1281,63.27,180.5,71.91,19.6,37.28,126,609,144,0,2,1020
5,1,13,2,2381,69.71,298.75,159.15,24.9,110.97,91,703,174,0,2,1409.1
6,1,15,2,2115,74.6,274.65,129.55,12.6,81.32,256,947,80,0,2,507
5,1,9,2,686,16.16,93.76,50.14,2.6,28.38,9,642,0,0,2,0
3,1,16,2,727,36.62,96.13,45.59,7,23.73,115,469,20,0,2,150
5,1,13,2,1718,67.08,195.5,82.19,17.1,77.8,239,984,2,0,1,709.8
1,2,11,2,1453,54.18,193,60.66,8.9,54.28,166,926,0,0,2,960
4,1,13,2,1127,71.47,97.46,26.12,10.3,50.58,157,1060,0,0,2,2700
5,1,9,2,1538,20.37,236.16,109.97,15.7,61.72,0,448,213,0,2,2028
2,1,6,2,805,29.9,103.84,40.19,9.4,30.48,49,331,0,0,2,870
6,1,14,2,1849,97.35,215.14,106.85,18,67.18,281,1147,20,0,1,2880
5,1,19,1,2076,103.83,199.88,70.64,32,101.16,337,838,192,0,2,3510
5,1,11,1,1283,39.68,122.62,71.72,6.3,72.53,167,248,100,0,2,870
2,2,10,2,1223,60.37,204.49,149.68,8.6,19.3,299,388,204,0,2,0
4,1,9,2,2219,39.7,280.72,229.91,8.1,107.03,311,1027,8,0,3,0
5,1,9,2,1414,73.58,107.57,13.99,6.5,76.13,258,430,0,0,2,1521
4,1,23,1,3630,156.24,494.13,275.56,24.2,120.35,467,1286,367,0,2,1267.5
2,1,31,2,2715,81.88,333.65,118.56,12.6,118.24,221,753,8,0,2,960
3,1,12,2,1550,53.97,248.09,88.81,19.4,41.9,68,925,0,0,2,150
1,1,25,2,1711,43.96,234.69,104.11,28.2,49.25,91,590,176,37.8,3,1380
4,1,14,2,1155,45.92,152.87,34.45,16.3,41.12,286,703,80,0,2,585
1,1,5,2,1789,50.26,235.34,127.93,11.1,75.21,170,842,52,0,2,0
5,1,4,2,564,17.22,77.65,27.04,3.8,20.43,32,237,0,0,2,0
6,1,10,1,2584,78.59,178.89,80.75,9.6,154.24,288,1129,308,24.7,2,0
6,1,9,2,2482,85.17,220.92,99.47,9.8,142.13,1045,1095,6,0,2,2536.13
3,1,26,1,2893,129.73,246.28,85.33,32,102.47,324,543,74,74.2,2,2010
3,1,15,2,2883,95.96,342.04,172.57,18.5,128.6,286,2254,8,0,3,300
7,1,14,2,2089,65.28,234.24,58.8,16.9,98.82,118,1407,0,0,3,1920
1,1,14,2,2047,119.68,232.49,84.22,23.2,72.66,367,712,2,0,2,720
5,1,14,2,1094,57.21,146.05,62.18,19.6,34.24,128,627,0,0,3,1500
1,1,15,2,586,37.84,66.84,8.17,4.8,18.44,322,253,3,0,2,1641
3,2,15,1,2800,98.88,303.18,30.49,29,133.82,539,490,95,0,2,1680
3,1,18,2,1621,47.03,183.16,75.72,9.4,79.61,158,1121,0,0,2,720
1,1,16,2,1254,38.89,164.25,106.34,6.6,52.31,118,756,219,0,2,1170
4,1,8,1,1472,81.29,185.98,97.28,9.1,45.55,271,482,0,0,2,0
3,1,15,2,1887,106.45,239.44,64.05,22.4,56.38,412,532,219,0,2,202.8
6,1,14,2,1801,63.84,275.04,103.38,14.7,51.69,109,665,106,0,2,0
3,1,16,2,1646,64.1,187.49,85.92,14.6,74.17,553,991,96,0,2,720
2,2,12,2,637,33.47,86.62,35.74,5.5,17.84,237,543,0,0,1,180
4,1,20,1,2782,91.17,373.6,202.62,21.1,105.44,237,1439,299,0,1,360
2,1,9,2,1515,88.91,96.56,32.92,8.6,56.38,317,277,0,37,2,315
7,1,10,2,582,23.8,49.57,34.68,1.7,32.45,111,676,0,0,2,0
3,2,15,1,3241,164.1,389.53,260.76,17.1,113.02,597,862,0,0,3,360
3,1,30,1,2072,82.18,241.6,97.22,19.6,91.21,564,906,0,0,2,720
4,1,9,2,643,35.49,76.88,27.4,5.6,22,34,446,2,0,2,480
1,1,11,2,1415,52.56,208.32,77,8,42.3,105,534,121,0,2,1185
3,1,12,2,1000,38.91,141.95,52.57,6.7,31.75,129,582,0,0,2,240
3,1,8,1,1630,62.84,238.76,59.78,21.8,50.43,152,714,2,0,2,480
6,1,4,2,524,19.53,70.4,8.46,2.5,18.76,68,223,0,0,3,180
3,1,10,2,1277,29.74,196.92,100.28,9,43.97,84,1013,2,0,2,0
5,1,5,2,3038,88.16,298.17,111.48,29.2,174.48,158,898,154,0,3,3840
2,1,12,2,2023,78.9,211.74,109.92,15.4,96.6,240,1290,0,0,2,0
5,1,25,2,3444,129.09,363.76,188.86,26,169.1,794,1427,431,0,3,690
5,1,15,1,2026,45.1,269.71,106.89,13.4,88.35,103,849,144,0,2,150
6,2,10,2,569,55.78,55.78,42.81,0.9,13.16,111,857,78,0,2,720
6,1,5,2,1064,25.62,113.22,9.42,6.7,30.81,43,445,0,33.5,2,1440
2,1,16,2,1385,36.35,173.84,56.75,18.7,59.25,69,622,1536,0,2,0
1,1,5,2,1375,26.19,181.24,44.6,8.6,61.92,32,400,0,0,2,0
1,1,10,2,1573,67.58,229.92,73.88,19.6,42.13,132,1793,0,0,2,2610
2,1,12,2,1414,45.41,206.51,90.5,14.2,46.51,82,294,60,0,2,0
3,1,15,2,3241,129.68,349.1,116.6,29.8,149.59,325,1686,138,0,3,472.5
4,1,12,2,1611,62.58,179.37,54.97,19.9,74.7,70,1013,197,0,2,0
3,1,13,2,1422,66,90.76,30.61,11.3,89.47,179,914,0,0,2,1185
2,1,13,2,1978,114.94,270.05,133.89,16.9,51.37,223,2436,0,0,2,0
2,2,8,2,935,31.41,111.65,42.04,7.3,43.15,69,500,120,0,2,507
2,1,16,2,1542,60.79,201.02,75.35,22.7,58.1,138,1448,0,0,2,1080
5,1,8,1,1859,120.18,143.52,33.52,9.9,89.01,343,355,0,0,2,0
2,1,11,2,698,26.19,75.83,10.94,6.3,32.98,84,276,2,0,3,480
1,1,6,2,1235,12.97,212.78,140.34,3.1,39.21,34,140,100,0,1,0
4,1,20,1,2110,72.98,231.53,56.14,14.5,99.55,166,1194,43,0,2,1530
4,2,9,1,946,54.35,122.5,53.56,9.7,29.1,114,332,0,0,2,375
5,1,10,2,1615,104.7,165.59,51.95,15.1,58.08,473,481,86,0,3,1014
3,1,11,2,1252,46.37,173.69,66.2,23.3,43.57,60,796,1,0,2,150
5,1,17,2,1505,130.14,191.12,119.77,24.1,24.72,88,1378,116,0,3,2520
2,1,8,2,1144,40.23,132.97,48.21,9.3,50.84,161,556,0,0,3,0
4,1,11,2,1655,68.63,218.68,93.66,15.9,57.7,124,1322,6,0,2,867
5,1,9,2,1027,26.46,167.43,39.67,16.8,31.55,16,266,0,0,2,195
4,1,13,1,2521,84.15,281.42,135.72,7.8,117.17,366,714,5,0,2,3042
4,1,9,2,2251,82.31,287.52,134.47,24.1,88.64,197,1482,0,0,2,615
3,2,16,2,2637,126.52,225.32,71.86,12.3,135.11,434,1144,156,0,2,1920
2,1,13,2,1606,38.45,250.75,134.59,17.6,53.73,43,264,2,0,2,480
4,1,14,2,2098,95.16,234.03,28.46,12.4,86.43,386,978,0,0,2,675
1,1,8,2,570,14,76.82,39.09,3.4,23.08,6,572,0,0,2,0
6,1,9,2,1618,36.99,169.45,90.31,7.1,89.98,157,255,33,0,2,0
1,1,10,2,2198,130.88,142.73,33.45,21.7,109.73,294,572,192,14,2,2028
2,1,11,1,1447,50.56,170.95,76.54,5.1,61.22,118,724,1154,0,1,1014
3,1,12,2,2087,30.76,472.4,346.08,24.7,17.53,37,372,438,0,2,0
4,1,10,2,1168,29.88,190.59,104.56,11,31.8,62,631,22,0,2,690
1,1,9,1,928,51.44,88.85,10.66,7.5,41.33,173,1013,24,0,3,240
3,1,16,2,1452,60.15,205.46,88.49,11,44.85,130,1006,0,0,2,720
3,1,7,2,775,18.34,103.85,46.48,8,32.06,26,451,0,0,2,0
3,2,17,2,1722,74.27,216.21,77.68,29.1,65.06,462,994,0,0,2,150
5,2,13,1,2019,91.61,208.82,51.75,20.9,92.7,397,1434,121,0,2,0
1,1,7,2,1406,38.21,132.06,80.69,2.7,80.63,99,940,0,0,2,480
6,1,15,2,3136,70.3,393.9,186.37,15,144.05,145,1642,7,0,2,600
4,1,12,2,1399,44.01,203.77,117.4,15.7,49.79,63,493,4,0,2,120
1,1,13,2,2883,72.52,386.11,128.5,34.6,120.82,129,1287,45,0,2,7920
2,1,17,2,1901,75.66,247.01,155.79,15.1,71.86,260,1231,3,0,2,840
5,1,15,1,1424,57.64,188.1,66.03,20.5,51.75,121,1493,0,0,2,480
7,1,11,2,1104,38.39,178.02,78.95,15,30.55,56,721,0,0,2,180
1,1,11,2,2579,123.35,205.77,92.84,7.2,141.42,610,566,20,0,2,195
3,1,7,2,1465,57.12,159.91,31.74,9.4,65.95,108,711,174,0,2,1440
4,1,19,2,2448,83.17,308.24,103.11,24.8,102.82,169,1027,3,0,1,370
1,1,14,2,1287,58.25,163.57,48.86,10.3,43.95,116,827,0,0,2,270
4,1,13,2,436,22.79,39.26,19.62,1.9,21.05,71,651,0,0,1,210
2,1,22,1,6157,121.76,721.86,342.47,29,169.97,616,1654,329,196.6,2,1800
3,1,26,2,2774,46.48,270.69,96.97,19.8,173.6,146,671,193,0,2,0
2,1,18,2,2042,151.73,188,65.93,15,73.87,287,1038,146,0,2,3078
3,1,14,2,1525,55.55,194.83,62.97,8.3,57.66,144,786,2,0,2,480
2,1,16,2,1717,62.64,256.11,78.87,7.8,47.91,304,420,51,0,2,1545
7,1,12,2,1000,39.8,120.11,34.71,8.3,40.37,109,537,0,0,1,2274
1,1,14,2,4543,139.15,639.59,303.2,24.4,164.01,400,1327,215,0,1,960
2,1,26,1,1398,37.87,159.95,61.18,16.3,69.76,199,884,100,0,2,1980
1,1,14,2,1164,37.3,129.02,98.36,3.8,55.01,102,1039,0,0,2,900
2,1,14,2,1499,44.08,222.71,70.4,8.3,50.65,93,705,2,0,2,507
4,1,11,2,1719,68.36,178.48,81.31,5.6,81.73,182,837,229,0,2,540
3,5,9,2,732,33.7,116,23.51,6.1,13.05,59,152,156,0,2,150
6,1,14,2,1828,138.71,150.28,65.19,14.3,75.51,348,884,334,0,2,750
4,1,13,2,2331,70.55,261.8,57.16,22.4,111.53,96,1238,0,0,2,1080
6,1,17,1,1783,135.66,184.86,86.47,14.9,58.07,456,1412,5,0,2,0
3,1,17,2,1064,62.76,123.17,57.42,8.6,36.46,371,1052,0,0,3,108
6,1,14,2,1092,31.27,132.57,50.2,6.5,49.1,144,321,156,0,2,810
6,1,15,2,1034,32.15,148.06,64.62,8,35.79,67,1017,0,0,2,120
3,1,15,1,3381,151.9,247.31,110.59,13.7,196.74,509,1916,81,0,2,540
1,1,16,2,914,24.28,136.26,45.1,15.2,32.43,4,451,3,0,2,1725
3,1,15,2,2315,80.01,373.17,137.16,21.7,56.86,161,1043,0,0,2,525
6,1,10,2,2701,121.83,295.45,160.66,10.7,107.56,400,1610,3,11.2,2,1014
1,2,14,2,3734,154.03,383.81,137.91,30.5,183.91,940,1110,85,0,2,885
4,1,17,2,1715,57.67,289.19,60.95,37.5,40.94,88,615,7,0,2,1920
5,1,13,2,2298,78.9,295.53,164.33,8.3,90.17,607,1194,49,0,2,600
5,1,13,2,1384,49.7,171.35,78.32,16.3,58.56,129,1598,0,0,2,150
1,2,14,2,1386,47.42,199.92,93.27,18.8,48.44,179,641,31,0,2,760.5
2,2,7,2,592,5.85,105.03,71.23,5,17.55,40,143,33,0,2,1014
3,1,6,2,1836,29.11,224.45,89.47,16.2,91.76,30,344,46,0,2,0
5,2,14,2,1723,112.82,166.06,68.88,14.2,69.77,785,1251,0,0,2,1014
1,1,16,2,3426,87.43,422.86,162.87,25.5,160.05,338,1366,49,0,2,1200
3,1,9,2,1327,37.76,186.13,97.86,4.7,48.04,97,619,0,0,2,870
3,1,8,2,1516,51.37,228.82,87.76,14.6,45.9,72,1033,18,0,2,0
4,1,15,1,2308,90.9,332.11,218.84,7.7,62.46,601,531,174,11.2,2,360
6,1,10,2,1338,83.68,162.37,57.89,4.8,38.17,247,947,0,0,2,600
2,1,6,2,1477,47.26,152.32,79.93,6.9,77.9,154,462,0,0,2,0
2,1,16,2,1007,49.64,97.14,53.53,11.1,48.16,523,462,0,0,2,1920
3,1,9,2,1590,61.26,265.92,127.39,21.2,38.97,138,846,74,0,2,0
5,1,26,2,1725,61.91,223.54,87.87,24.3,70.12,371,932,214,0,2,2481.68
3,1,21,1,1182,43.01,98.71,41.95,15.8,70.53,339,559,149,0,2,720
3,1,19,2,2910,82.91,424.98,126.81,20.4,85.45,137,871,53,17,2,360
1,1,31,2,1142,25.02,184.68,64.81,8.2,33.78,72,684,174,0,2,1170
3,1,15,2,3363,103.88,370.74,160.83,18.5,164.42,309,1078,16,0,1,0
6,1,11,1,1655,54.47,206.69,77.55,14.1,70.92,145,283,21,0,3,105
4,1,24,2,2443,131.6,224.11,91.78,15.4,100.58,378,802,216,19.1,2,1587
2,1,13,2,1587,40.6,309,169.18,17.2,23.39,114,518,95,0,2,0
4,1,17,1,3289,117.9,334.97,70.02,20.1,164.2,472,777,163,0,2,0
5,2,16,1,1231,53.81,187.7,92.82,27.2,36.82,132,619,0,0,2,657
4,1,21,1,1571,52.35,176.59,75.3,9.6,74.29,284,508,68,0,2,0
6,1,18,2,1603,33.1,243.54,83.2,9.1,57.39,56,412,24,0,2,360
5,2,4,2,1297,56.3,138.55,36.26,9.3,57.86,165,284,123,0,3,480
2,2,18,2,1662,67.08,246.99,64.79,18.3,46.71,213,510,0,0,3,480
1,1,12,2,789,65.79,44.93,10.62,4.7,22.79,333,248,192,19.1,2,1440
6,1,11,2,1149,39.05,119.15,44.23,9.4,57.83,137,224,96,0,2,870
2,1,16,2,1007,55.15,75.54,11.8,9.9,54.05,178,669,313,0,2,1920
3,1,16,2,1272,38.95,205.56,55.46,12.3,34.99,36,709,128,0,2,1920
3,2,6,1,437,16.43,50.02,9.78,6.1,18.8,32,230,48,0,1,195
3,1,12,2,2272,71.36,302.97,83.46,14.3,87.23,171,1565,7,0,2,420
1,1,16,1,2303,98.14,257.81,89.42,20,97.41,252,840,0,0,2,1155
3,1,11,2,1103,23.72,142.59,34.37,5.5,49.38,49,646,0,0,3,2655
1,1,15,2,1916,83.78,246.08,139.07,25,71,173,971,7,0,2,4440
5,1,11,2,2201,132.3,146.1,35.35,12.8,120.15,955,747,0,0,2,3840
2,1,18,2,1336,41.95,223.39,100.06,28.2,31.06,66,987,78,7,3,945
5,1,10,2,1162,37.49,178.09,33.67,30.1,35.13,18,428,2,0,2,510
1,1,14,2,2115,120.45,192.3,94.46,31.8,102.04,416,1000,108,0,2,1050
5,1,14,2,3087,100.42,330.92,124.18,21.5,156.88,303,1147,2,0,2,1680
3,2,13,1,1563,42.66,182.42,55.83,5.5,71.76,132,469,85,0,2,870
3,1,9,2,878,40.14,105.6,48.53,14.2,10.54,13,739,254,30.9,2,2028
2,1,20,2,1841,83.72,204.85,93.06,19,78.52,658,743,102,0,2,2700
6,1,16,2,3062,151.65,215.32,46.4,22.7,176.54,1154,2324,420,0,2,1521
1,1,8,2,2594,160.08,142.35,43.48,7.3,153.65,677,446,151,0,3,360
4,1,18,2,1095,33.93,134.99,90.54,14.8,51.03,154,367,120,0,2,2160
2,1,9,2,728,26.37,111.35,51.82,1.8,19.56,49,707,0,0,3,1200
6,1,12,2,2607,72.54,316.5,172.96,10.4,118.59,188,485,3,0,2,480
6,1,10,2,658,26.79,63,36.54,4.6,34.44,257,319,48,0,3,2400
2,1,5,2,1876,73.7,199.84,55.12,19,91.43,126,732,0,0,1,507
5,1,10,2,1225,53.34,92.62,15.15,19.2,75.97,79,457,92,0,2,900
1,2,19,2,2923,82.05,390.15,202.57,22.8,119.58,197,1830,47,0,2,600
3,1,23,2,2663,98.96,326.28,94.97,28.9,108.4,826,783,177,0,2,1200
1,2,8,2,722,36.13,125.92,26.02,22.5,9.86,69,366,0,0,2,0
1,1,5,2,1040,40.99,195.63,98.27,11.5,14.08,46,1106,33,0,3,0
2,1,14,2,582,15.71,64.65,35.66,1.4,28.81,6,728,0,0,2,0
5,1,11,2,2090,86.64,238.68,108.41,13.3,88.5,580,1754,0,0,2,360
5,1,18,2,1031,81.08,99.95,74.67,7.8,36.81,149,893,149,0,2,960
5,1,9,2,2189,93.57,244.48,130.3,9.2,95.19,413,424,119,0,2,0
5,2,10,2,1480,100.77,158.05,54,8.1,48.56,585,439,0,0,2,1575
5,1,12,2,2087,90.85,273.36,103.45,19.6,75.23,232,1235,3,0,2,0
2,1,13,1,998,37.59,150.09,70.7,12.8,30.91,132,501,34,0,2,645
4,1,15,2,1996,76.15,200.39,60.38,16.3,100.52,152,1234,0,0,2,780
2,1,15,2,2074,89.19,293.39,163.49,21.1,63.95,298,1290,61,0,2,597
4,1,19,2,2149,81.29,278.63,117.99,14.7,80.83,177,1519,117,0,2,2415
1,1,15,2,2545,93.87,276.5,142.58,13.1,117.93,474,940,2,0,2,0
3,1,11,2,2230,96.54,294.83,193.62,8.1,74.46,287,1470,0,0,2,0
1,2,8,2,839,35.33,97.25,44.42,5.3,34.63,89,763,10,0,3,1014
2,1,13,2,1233,41.26,198,95.89,15.7,33.97,135,685,2,0,2,1440
2,1,6,2,367,14.71,26.72,5.38,2.7,22.39,91,65,0,0,2,165
1,1,14,2,1080,53.8,76.52,28.34,7.3,49.63,541,526,100,15.5,2,435
5,1,5,2,403,43.57,2.08,0.38,0,24.02,466,118,0,0,1,600
1,1,23,2,5866,231.11,616.25,182.54,36.4,275.71,563,3287,67,0,3,5070
5,1,12,2,1605,77.77,157.74,37.69,11.5,73.59,132,1088,48,0,2,507
1,1,20,2,2839,112.96,285.08,73.04,17.9,141.34,715,1095,72,0,2,240
4,1,27,2,2289,76.13,204.89,89.29,25.8,134.22,563,1332,0,0,2,1140
7,1,18,1,3313,148.95,393.44,159.04,15.2,126.41,559,1537,408,0,2,1440
2,1,8,2,1503,48.63,206.95,112.93,8.8,53.27,138,1136,0,0,2,105
2,1,16,1,1445,39.06,211.09,81.21,10.4,50.13,301,510,72,0,2,3150
3,2,8,2,846,22.18,118.82,34.29,16,33.66,25,347,0,0,2,150
6,1,6,2,817,11.09,136.73,60.16,5.6,25.53,6,204,0,0,2,240
3,2,17,1,1728,56.17,246.13,103.96,19,59.17,193,713,78,0,2,2160
6,1,17,2,1464,39.58,202.82,81.3,14.2,56.5,261,456,0,0,2,420
3,2,10,2,718,28.2,97.35,38.71,11.1,25.76,217,612,1,0,2,1260
1,1,17,1,2769,71.96,365.32,178.82,9.3,115.16,190,963,107,0,2,525
5,1,9,1,3765,118.08,469.44,74.34,27.2,159.31,399,640,95,0,2,990
1,1,21,2,2207,144.29,217.5,144.32,13.8,86.52,449,386,0,0,1,60
2,1,14,2,553,11.2,73.71,45.99,0.7,23.1,0,658,0,0,2,0
5,1,13,1,1176,35.93,134.24,57.73,6.3,56.35,362,700,170,0,3,240
2,1,10,2,1394,78.03,141.92,45.51,9,49.28,183,1093,0,11.2,2,4432.5
6,1,12,2,2249,78.6,188.97,27.14,13.1,133.09,495,458,0,0,3,480
5,1,17,2,2742,82.29,327.47,151.77,25.9,131.25,220,1502,297,0,2,240
5,1,21,2,1243,43.34,161.98,86.77,12.8,50.66,113,288,0,0,3,315
5,2,16,1,2314,91.12,234.56,85.74,22.3,121.31,312,1408,39,0,2,2028
1,2,14,2,1612,38.84,215.66,58.89,9,66.07,76,644,2,0,2,450
4,1,22,2,1147,41,167.09,69,21.2,25.81,263,490,96,12.7,2,1080
1,1,11,2,1297,74.22,155.09,48.45,11.1,45.81,261,374,0,0,2,720
1,1,6,1,1181,114.28,74.42,11.54,8.1,48.21,284,530,0,0,3,480
5,1,9,2,666,17.41,81.55,58.45,2.4,29.75,18,609,0,0,3,0
5,1,16,2,1377,92.73,158.31,88.51,11.5,43.38,384,733,7,0,2,1575
3,1,29,2,2076,55.91,268.15,96.24,19.5,93.21,83,979,44,0,2,0
3,1,4,2,1543,66.82,132.13,29.68,12.1,82.04,166,1484,720,0,3,3000
4,2,11,2,759,40.54,85.26,40.34,17.8,30.62,415,270,51,0,2,507
1,1,16,2,2608,87.05,289.83,119.32,20.1,123.72,901,1544,102,0,2,2535
7,1,21,1,2100,91.5,277.82,91.67,17.5,71.19,433,348,51,0,1,480
1,1,6,2,1253,60.41,199.36,142.92,7.9,23.25,153,233,6,0,2,0
2,1,15,2,1031,56.04,124.05,61.82,12.5,37.89,138,360,102,0,2,1290
2,1,8,2,1733,34.6,236.3,76.08,8.3,72.53,143,805,144,0,2,540
1,1,11,2,1294,45.82,169.42,21.02,16.9,50.23,63,266,0,0,2,0
3,1,24,2,1105,48.33,89.75,40.71,8.1,62.78,150,794,1,0,2,600
4,1,8,2,2194,75.85,253.66,149.75,8.2,98.59,328,373,2,0,3,507
2,2,10,1,693,46.93,68.41,23.1,8.2,25.92,527,220,0,0,2,720
3,1,16,2,2341,76.72,342.84,83.61,19.9,74.23,112,1041,8,0,2,360
3,1,11,2,1048,84.74,59.45,30.44,6,51.62,314,273,60,0,2,1272
4,1,6,2,396,28.81,45.12,8.96,1.4,10.09,104,47,91,0,2,240
4,1,14,2,2727,71.97,283.81,119.81,10.3,148.66,554,1049,67,0,2,960
4,1,27,1,2014,54.24,309.17,129.88,44.7,69.92,12,377,0,0,3,600
3,1,15,2,746,20.29,110.23,29.95,8.2,26.77,31,343,1,0,2,435
1,1,9,2,850,50.2,77.97,8.75,10.3,37.88,200,144,2,0,3,375
3,2,17,2,1749,81.93,189.75,85.34,11.5,75.08,406,1428,2,0,2,507
4,1,19,1,2068,94.05,211.01,110.54,9.1,92.74,391,700,60,6,1,720
4,1,12,2,3766,140.76,461,183.4,25.1,153.24,473,1801,89,0,2,960
5,2,18,2,1545,71.64,230.81,91.9,17,38.73,276,1028,103,0,2,1275
1,2,19,2,1518,53.34,156.64,64.43,19,79.31,328,766,63,0,3,960
1,1,16,2,2148,66.28,297.84,94.65,28.3,81.8,246,1093,0,0,2,507
2,1,22,2,2822,103.35,402.79,144.82,39.8,93.67,179,1300,360,0,2,2400
6,1,9,2,3163,110.75,333.66,102.75,30.3,155.04,253,820,0,0,2,240
4,1,20,2,3568,58.65,748.15,550.64,9.6,40.55,96,902,96,0,2,2535
1,1,13,2,1340,24.68,226.52,90.81,17.7,41.37,28,386,32,0,1,240
7,1,4,2,2113,104.16,199.08,71.6,9.3,101.2,268,1093,56,0,2,0
2,1,20,1,3434,84.57,396.06,189.23,14.4,173.63,737,962,6,0,2,0
6,1,24,2,1513,32.1,204.15,80.7,7.5,63.59,101,819,0,0,2,420
3,1,12,2,1504,94.59,199.6,104.2,18.5,39.64,335,670,4,0,2,1770
1,2,11,2,968,33.95,142.63,57.06,7.7,30.05,86,342,102,0,1,870
1,1,4,2,1029,27.74,151.76,99.16,4.5,35.8,73,432,202,0,2,0
3,1,6,2,1150,47,160.61,61.43,7.2,36.03,103,524,45,0,2,0
2,1,8,2,4280,110.54,681.99,358.7,19.2,126.2,322,1501,167,0,2,0
3,1,15,2,1152,47.7,88.62,20.75,12,67.88,120,735,0,0,2,1521
7,1,6,2,1450,91.7,185.5,64.66,10.4,37.6,320,316,33,0,2,0
2,1,20,2,1810,118.44,126.45,63.59,7.3,94.15,1148,785,144,0,2,1680
3,1,15,1,2004,82.09,322.56,156.31,24.6,46.33,142,1861,1,0,2,490
4,1,3,2,1700,90.48,92.2,15.86,2.4,108.22,479,536,0,0,2,0
6,1,21,2,2434,72.78,290.46,86.06,16.5,107.65,214,1018,246,0,2,360
2,1,14,1,1510,38.85,190.32,37.72,12.2,67.82,151,739,0,0,2,1800
3,1,12,2,2442,65.15,322.84,164.97,10.6,99.68,170,1300,0,0,2,1440
1,1,17,1,1333,82.58,153.08,55.66,10.4,44.03,801,527,121,0,2,2400
3,1,17,2,1126,27.46,150.95,91.3,5.3,47.05,63,284,69,0,3,630
4,1,20,1,1626,83.6,207.38,94.3,18.6,53.51,193,739,78,0,2,720
3,1,11,2,1292,53.8,216.83,56.51,23.3,29.74,50,711,132,0,2,600
5,1,15,2,2379,65.66,321.67,139.27,15.7,94.31,216,906,141,0,3,120
4,1,17,2,1997,149.27,159.3,68.71,10.8,55.71,277,1173,244,37.4,2,1440
3,1,20,2,1817,100.24,207.48,86.61,7.2,66,315,811,171,0,2,870
5,1,10,2,865,59.04,104.23,53.56,6.1,25.14,162,478,4,0,2,480
6,1,10,2,2261,67.61,272.98,207.42,2.6,99.46,308,1347,0,0,2,0
6,1,20,1,2016,71.94,245.59,144.24,13.4,84.29,263,325,38,0,2,120
4,1,14,2,1860,63.22,195.43,69.59,8,94.2,395,1115,13,0,2,675
1,1,17,2,1092,76.41,65.6,37.42,6.7,58.23,277,381,0,0,2,2610
6,1,8,2,1966,67.57,267.32,123.86,11.2,70.83,161,1118,33,0,2,720
6,1,5,2,1216,44.53,117.8,37.95,3,63.6,368,399,2,0,2,0
6,1,14,2,1933,51.84,271.37,153.49,6.7,72.38,129,1029,135,0,1,0
3,1,7,2,756,41.08,98.8,74.28,3.7,24.52,350,96,0,0,2,0
1,1,12,2,2236,114.82,333.92,142.69,17.2,49.28,376,1379,0,0,2,507
3,1,6,1,982,59.77,107.73,47.61,5.8,35.86,292,483,0,0,3,3840
5,1,14,2,3204,108.29,390.08,100.22,31.6,139.58,171,1209,11,0,2,1014
3,2,18,2,1506,48.66,187.33,91.36,11.1,63.3,99,864,104,0,1,1825.2
4,1,10,2,1333,13.64,250.88,100.43,11.6,31.2,2,270,0,0,3,1014.45
7,1,15,2,2274,143.17,217.03,105.56,8,90.69,528,338,5,0,2,780
7,1,16,2,2043,59.02,313.68,205.91,10.3,64.71,302,417,51,0,3,0
3,1,12,2,1414,53.92,162.66,57.64,8.4,61.41,113,1030,2,0,2,690
1,2,5,2,1287,52.18,192.58,104.76,3.7,37.09,71,1313,0,0,2,0
3,2,19,2,1674,79.57,157.96,60.8,15,79.79,246,984,384,0,2,1200
4,1,15,1,2541,66.97,271.35,105.81,10.8,130.24,673,636,94,0,2,1014
1,1,13,2,1955,35.7,304.2,157.81,9,66.15,260,1169,0,0,2,0
6,1,14,2,2464,61.96,414.54,298.01,11.2,66.13,162,1687,90,0,2,1440
3,2,19,1,2268,85.4,315.27,76.69,21.6,75.64,218,831,4,0,2,2820
4,1,11,2,1055,24.99,158.75,85.65,7.7,37.62,126,327,2,0,2,507
7,1,12,2,1225,40.62,152.99,60.76,7.6,50.24,118,435,0,0,2,390
7,1,19,2,2916,136.56,197.06,60.45,24.1,127.26,440,947,402,66.9,2,960
2,1,7,2,1318,54.09,169.56,64.21,10.9,46.68,130,263,576,0,2,270
1,1,12,2,2116,63.59,278.85,139.31,10,83.22,184,2526,0,0,2,0
1,1,9,2,2292,86.16,243.55,57.03,8.9,107.02,384,1217,20,0,2,360
1,1,6,2,805,75.7,67.14,9.58,14.2,27.39,201,960,240,0,2,3042
2,1,13,2,1104,23.64,141.15,75.19,4.6,32.06,47,353,5,22.3,1,540
2,1,21,2,1930,61.41,296.35,140.4,20.8,61.81,91,1055,9,0,2,510
6,1,10,2,994,31.14,149.6,67.13,13.5,32.53,88,194,1,0,2,300
3,1,19,2,1258,39.27,178.22,71.47,12,43.74,91,713,204,0,2,2385
1,1,11,2,2725,142.54,255.87,123.07,6.9,124.15,789,1182,33,0,2,360
3,1,15,1,1435,39.31,184.12,93.41,24.8,63.29,141,948,99,0,1,960
