Trip Seconds,Trip Miles,Fare,Tips,Tolls,Extras,Trip Total,Payment Type,Company,Pickup Location,Dropoff Location
660,3.1,11.25,0,0,6,17.25,Cash,U Taxicab,56,66
446,1.6,7.5,0,0,0,7.5,Cash,Flash Cab,32,8
2985,4.43,26.5,0,0,0,26.5,Prcard,Sun Taxi,34,68
1946,18.56,45.5,10.2,0,5,61.2,Credit Card,Sun Taxi,POC,32
510,2.2,8.75,5,0,0,14.25,Credit Card,City Service,32,33
300,0,5.75,3,0,0,8.75,Credit Card,Taxicab Insurance Agency,32,8
1854,17.66,53.14,0,0,0,53.14,Cash,Flash Cab,46,3
300,0.6,5,0,0,0,5,Cash,Taxi Affiliation Services,28,32
780,2.6,10.75,3,0,0,13.75,Credit Card,Taxi Affiliation Services,8,28
0,0,35,10.65,0,0,45.65,Credit Card,Taxi Affiliation Services,76,76
1714,17.39,43.5,12,0,4,60,Credit Card,Flash Cab,8,76
1419,10.71,29.25,6.75,0,4,40.5,Credit Card,Chicago Independents,POC,14
1055,4.77,16,0,0,0,16,Cash,Flash Cab,7,DOC
550,2.04,8.75,2,0,0,11.25,Credit Card,Sun Taxi,8,28
420,1.4,7,3,0,0,10,Credit Card,Blue Ribbon Taxi Association Inc.,8,8
660,0,10.25,10,0,6,26.25,Credit Card,Taxi Affiliation Services,56,66
2109,17.83,38.52,0,0,0,38.52,Cash,Flash Cab,28,74
758,4.6,14,0,0,4,18,Cash,Chicago Independents,76,76
859,0,16.75,3.78,0,0,20.53,Mobile,Flash Cab,32,33
540,0,7.5,0,0,0,7.5,Cash,Taxi Affiliation Services,28,8
1778,9.11,28,0,0,0,28,Prcard,Flash Cab,12,DOC
502,3.74,12.25,0,0,0,12.25,Prcard,Flash Cab,50,48
1920,10.9,29.25,0,0,0,29.25,Unknown,3556 - 36214 RC Andrews Cab,41,75
780,3.3,12.5,2.6,0,0,15.1,Credit Card,Taxi Affiliation Services,33,32
924,7.45,21,0,0,0,21,Prcard,Flash Cab,32,3
5669,6.68,42.75,0,0,0,42.75,Prcard,Flash Cab,8,8
1260,0.7,30.5,7.1,0,4.5,42.1,Credit Card,Taxi Affiliation Services,76,21
2035,6,21.75,0,0,0,21.75,Cash,Flash Cab,3,21
540,1.6,8,2,0,0,10,Credit Card,Taxi Affiliation Services,32,33
1034,5.41,16.75,2.59,0,0,19.84,Credit Card,Flash Cab,7,28
623,4.1,13.25,3.55,0,4,21.3,Credit Card,Medallion Leasin,76,76
275,0.88,5.5,0,0,0,5.5,Cash,Flash Cab,7,7
287,0.91,9.36,2.14,0,0,11.5,Mobile,Globe Taxi,8,8
723,2.82,11,0,0,5,16,Cash,Sun Taxi,8,33
300,1.1,6.25,0,0,3,9.25,Cash,Medallion Leasin,32,32
300,1.1,6.25,0,0,0,6.25,Cash,Taxicab Insurance Agency,32,28
852,3.31,12,0,0,0,12,Cash,Flash Cab,8,7
797,3.19,12,2.7,0,1,16.2,Mobile,Flash Cab,8,33
2570,11.11,34.25,0,0,0,34.25,Prcard,Flash Cab,35,52
2350,13.88,37.25,0,0,4,41.75,Credit Card,Flash Cab,76,3
660,2.1,9.5,0,0,0,9.5,Cash,Taxi Affiliation Services,32,33
420,1,6.25,2,0,0,8.25,Credit Card,U Taxicab,32,28
2340,7.1,24.25,0,0,0,24.25,Cash,Taxi Affiliation Services,21,21
1260,9.6,26,0,0,0,26,Unknown,Taxi Affiliation Services,50,DOC
1672,11.83,31.5,0,0,0,31.5,Prcard,Flash Cab,46,8
1476,12.98,35.14,0,0,0,35.14,Cash,Flash Cab,24,68
1740,17.2,42.25,11.69,0,4,58.44,Credit Card,Medallion Leasin,8,32
0,0,3.25,0,0,0,3.25,Cash,Choice Taxi Association,3,3
1871,11.7,31,20,0,4,55.5,Credit Card,Chicago Independents,76,DOC
300,0.6,5.25,2,0,0,7.25,Credit Card,U Taxicab,8,8
2759,2.94,24.25,0,0,0,24.25,Prcard,Patriot Taxi Dba Peace Taxi Associat,32,8
1013,5.03,15.75,0,0,0,15.75,Cash,Sun Taxi,28,22
1303,13.6,34.75,17.78,0,24,77.03,Credit Card,Medallion Leasin,76,DOC
1560,6.5,22,0,0,0,22,Unknown,Taxi Affiliation Services,60,28
1740,11.6,31,0,0,0,31,Unknown,Taxi Affiliation Services,38,51
480,4.29,13.25,0,0,0,13.25,Cash,Flash Cab,8,6
1440,5.9,27.75,0,0,0,27.75,Unknown,Taxi Affiliation Services,33,31
600,2,8.75,0,0,0,8.75,Cash,Globe Taxi,32,8
1950,11.39,31.5,0,0,5,36.5,Cash,Flash Cab,76,DOC
300,0,6,2,0,0,8,Credit Card,Taxi Affiliation Services,32,8
1408,17.05,42,10,0,28,80.5,Credit Card,Sun Taxi,76,DOC
480,1.1,7,3,0,0,10,Credit Card,Taxi Affiliation Services,8,32
251,0.69,5.5,0,0,1,6.5,Cash,Flash Cab,32,8
1168,6.59,19.5,0,0,0,19.5,Prcard,Flash Cab,2,DOC
99,0.32,4,0,0,0,4,Cash,Sun Taxi,32,32
1980,7.9,26.25,0,0,0,26.25,Unknown,Taxi Affiliation Services,44,39
300,0,5.5,0,0,1,6.5,Cash,Taxi Affiliation Services,32,28
147,0.43,4.5,2,0,0,7,Credit Card,Flash Cab,8,8
1020,3.4,13,1,0,0,14,Credit Card,Blue Ribbon Taxi Association Inc.,8,33
1500,9.7,26.5,0,0,0,26.5,Prcard,Globe Taxi,4,32
420,1.1,7,0,0,1,8,Cash,Taxicab Insurance Agency,32,8
364,0.89,6,0,0,1,7,Cash,Sun Taxi,8,8
1766,15.5,39,8.7,0,4,52.2,Credit Card,Medallion Leasin,76,24
360,1.2,6.75,2,0,0,8.75,Credit Card,Taxi Affiliation Services,32,8
652,0,18.44,2.08,0,0,20.52,Mobile,Flash Cab,28,8
1740,17.2,43,8,0,4,55,Credit Card,312 Medallion Management Corp,76,32
240,0,4.5,0.1,0,0,4.6,Credit Card,Star North Management LLC,28,32
25,0,3.25,0,0,0,3.25,Cash,Flash Cab,4,4
1783,13.6,36.5,8.4,0,5,50.4,Credit Card,Sun Taxi,POC,DOC
1620,12.1,32,10.15,0,1.5,43.65,Credit Card,Taxi Affiliation Services,24,56
2992,28.61,68.75,14.65,0,4,87.9,Credit Card,Sun Taxi,76,45
1680,9.3,28.5,0,0,0,28.5,Unknown,Taxi Affiliation Services,33,DOC
805,4.55,15,0,0,0,15,Cash,Flash Cab,7,DOC
2394,9.12,30,0,0,0,30,Prcard,Flash Cab,52,46
1140,8.3,23.75,5.05,0,1,29.8,Credit Card,Taxi Affiliation Services,41,8
1239,1.48,11.25,0,0,0,11.25,Cash,Chicago Independents,8,8
1140,8.6,23.25,0,0,0,23.25,Unknown,Taxi Affiliation Services,28,16
5160,0.3,39,0,0,0,39,Unknown,Taxi Affiliation Services,13,DOC
1800,9.6,28.75,0,0,0,28.75,Unknown,Taxi Affiliation Services,33,39
1145,5.85,17.75,0,0,0,17.75,Prcard,Flash Cab,5,1
2100,6.8,23.75,0,0,0,23.75,Unknown,Taxi Affiliation Services,30,DOC
420,0,7,0,0,0,7,Cash,Taxi Affiliation Services,32,28
600,1.7,8.5,4,0,0,13,Credit Card,Medallion Leasin,8,28
540,0.1,9.25,0,0,1,10.25,Cash,Taxi Affiliation Services,8,28
916,5.2,16,4.12,0,0,20.62,Credit Card,Medallion Leasin,8,6
3480,29.9,112.25,0,0,10.5,122.75,Cash,Globe Taxi,76,66
2640,6.5,27.75,0,0,0,27.75,Unknown,Taxi Affiliation Services,16,24
60,0,3.25,7.15,0,32,42.4,Credit Card,Taxi Affiliation Services,76,76
126,0.6,9.36,3,0,0,12.36,Mobile,Sun Taxi,32,8
600,2.1,9.25,0,0,1,10.25,Cash,Taxi Affiliation Services,32,33
1385,9.17,26.25,6.15,0,4,36.9,Credit Card,Sun Taxi,POC,33
660,2.7,10.25,0,0,0,10.25,Cash,Star North Management LLC,8,28
2018,17.89,45,14.85,0,4,64.35,Credit Card,Sun Taxi,76,8
969,7.68,21.25,0,0,0,21.25,Prcard,Flash Cab,8,41
992,3.39,13,0,0,1,14,Prcard,Flash Cab,21,24
1888,3.13,18.75,0,0,0,18.75,Prcard,Flash Cab,12,DOC
1560,17.7,43.75,0,0,0,43.75,Cash,Taxi Affiliation Services,8,76
1320,12.2,32,9.1,0,4,45.1,Credit Card,Taxi Affiliation Services,56,8
300,1.6,7,0,0,0,7,Cash,Taxicab Insurance Agency,POC,28
1917,15.75,40.25,0,0,1,41.25,Prcard,Flash Cab,25,DOC
900,2.7,11.25,0,0,0,11.25,Unknown,Taxi Affiliation Services,65,70
360,0.8,5.75,0,0,0,5.75,Cash,Taxi Affiliation Services,8,8
300,0,6.25,0,0,0,6.25,Unknown,Taxi Affiliation Services,22,22
420,0,6,0,0,0,6,Cash,Taxi Affiliation Services,8,8
1440,11.1,29.5,0,0,0,29.5,Cash,Chicago Independents,77,28
380,1.35,7.25,0,0,0,7.75,Credit Card,Flash Cab,7,8
900,0,25,0,0,0,25,Unknown,Taxi Affiliation Services,69,28
678,2.61,10.5,4,0,0,15,Credit Card,Sun Taxi,33,8
300,0.7,5.5,0,0,1.5,7,Cash,Taxi Affiliation Services,32,32
2149,6.7,23.75,0,0,0,23.75,Prcard,Flash Cab,43,44
357,0.7,5.75,1.45,0,1,8.7,Mobile,City Service,8,8
1772,16.04,41.5,11.75,0,5,58.75,Credit Card,Sun Taxi,POC,6
2008,18.6,46,0,0,4,50,Cash,Chicago Taxicab,POC,DOC
1520,17.1,41.5,13.8,0,4,59.8,Credit Card,City Service,76,8
480,1.1,6.5,0,0,1,7.5,Cash,Taxi Affiliation Services,8,8
2764,9.19,29.25,0,0,0,29.25,Prcard,Flash Cab,1,6
2077,11.9,33.25,0,0,4,37.25,Cash,Sun Taxi,76,DOC
4128,2.42,28.5,0,0,0,28.5,Prcard,Flash Cab,7,24
1260,0,23.75,0,0,0,23.75,Unknown,Taxi Affiliation Services,40,50
1991,17.52,45,0,0,0,45,Cash,Flash Cab,76,8
1440,0,47.25,0,0,29,76.25,Credit Card,Blue Ribbon Taxi Association Inc.,76,DOC
125,0.23,4,0,0,0,4,Cash,Flash Cab,8,8
2040,1.1,45.5,0,0,0,45.5,Unknown,Taxi Affiliation Services,77,69
756,3.28,12,0,0,0,12,Cash,Flash Cab,48,49
960,0,12.25,0,0,0,12.25,Unknown,Taxi Affiliation Services,43,44
60,0,15,3,0,0,18,Credit Card,Taxicab Insurance Agency,32,32
420,1.7,8.25,0,0,1,9.25,Cash,Taxicab Insurance Agency,32,8
1913,16.82,42,0,0,5,47,Cash,Sun Taxi,76,28
704,3.32,11.75,2.75,0,1.5,16.5,Credit Card,Chicago Independents,8,33
64,0.17,9.36,1,0,0,10.36,Mobile,Sun Taxi,32,32
77,0.15,3.75,0,0,0,3.75,Cash,24 Seven Taxi,32,32
1029,2.67,11.5,2.7,0,1.5,16.2,Credit Card,City Service,33,32
900,5.5,17,4.35,0,0,21.35,Credit Card,Taxi Affiliation Services,7,28
600,3.6,12.25,0,0,0,12.25,Cash,Taxi Affiliation Services,6,8
637,2.4,9.25,0,0,0,9.25,Prcard,Flash Cab,17,15
180,0,5.25,2,0,0,7.25,Credit Card,Taxi Affiliation Services,32,28
1560,0.7,33.5,7.6,0,4,45.1,Credit Card,Taxi Affiliation Services,56,8
480,0,7.75,4,0,0,11.75,Credit Card,Taxicab Insurance Agency,8,8
249,0.73,5.25,3,0,0,8.75,Credit Card,Globe Taxi,32,DOC
354,0.76,6.25,0,0,0,6.25,Cash,Chicago Independents,8,8
720,2.4,9.75,0,0,1,10.75,Credit Card,Taxicab Insurance Agency,8,8
360,0.9,6,2,0,0,8,Credit Card,Blue Ribbon Taxi Association Inc.,8,8
960,2.1,11.25,5,0,1,17.25,Credit Card,Taxi Affiliation Services,32,28
1800,18,44.5,9.8,0,4,58.8,Credit Card,Medallion Leasin,POC,8
2308,24.86,59.75,12.85,0,4,77.1,Credit Card,City Service,POC,41
60,0,3.25,0,0,0,3.25,Cash,Taxi Affiliation Services,32,32
1126,2.89,12.5,0,0,0,12.5,Prcard,Flash Cab,3,7
840,3.6,13.25,0,0,0,13.25,Unknown,Taxicab Insurance Agency,8,6
900,0.1,11.5,0,0,0,11.5,Cash,Taxi Affiliation Services,33,8
1838,17.6,43.5,9.6,0,4,57.6,Credit Card,Chicago Independents,76,8
1907,13.33,35.14,0,0,0,35.14,Cash,Flash Cab,32,71
2516,21.46,53.25,8.66,0,4,66.41,Credit Card,Flash Cab,76,32
480,1.5,7.75,2,0,0,9.75,Credit Card,Chicago Independents,28,32
480,1.2,7,0,0,0,7,Credit Card,Blue Ribbon Taxi Association Inc.,POC,DOC
720,2.6,10.5,3,0,1,14.5,Credit Card,Taxicab Insurance Agency,33,32
1680,17.9,43.75,0,0,1,44.75,Cash,Taxi Affiliation Services,32,76
480,2,8.25,0,0,0,8.25,Unknown,Taxi Affiliation Services,41,40
828,6.62,18.75,0,0,0,18.75,Cash,Flash Cab,28,32
532,1.49,7.75,0,0,0,7.75,Cash,Flash Cab,8,32
403,1.02,9.36,2.14,0,0,11.5,Mobile,City Service,8,28
1424,11.2,30.5,7,0,4,42,Credit Card,Medallion Leasin,56,32
1895,20.52,49.75,11.25,0,6,67.5,Mobile,Flash Cab,76,33
480,1.2,6.75,2,0,1,9.75,Credit Card,Taxicab Insurance Agency,8,32
1620,10.6,29,0,0,5.5,34.5,Cash,U Taxicab,56,60
1136,14.9,37,15.5,0,24.5,77.5,Credit Card,Medallion Leasin,76,DOC
1329,14.1,35.5,14.31,0,21.25,71.56,Credit Card,Medallion Leasin,76,DOC
720,1.5,8.5,0,0,0,8.5,Cash,Globe Taxi,8,8
360,0.9,6,0,0,0.5,6.5,Cash,Medallion Leasin,3,6
540,4.1,13,0,0,0,13,Cash,Blue Ribbon Taxi Association Inc.,8,6
314,1.2,6.25,2,0,1,9.75,Credit Card,Medallion Leasin,32,8
2781,18.16,47.75,0,0,0,47.75,Prcard,Flash Cab,29,69
354,1.56,7,3,0,0,10.5,Credit Card,Flash Cab,8,32
0,0,3.25,0,0,1.5,4.75,Cash,Taxicab Insurance Agency,32,32
351,0.96,9.36,2.14,0,0,11.5,Mobile,Chicago Independents,8,8
0,0,3.25,0,0,0,3.25,Cash,Taxi Affiliation Services,56,56
677,0,6.75,0,0,0,6.75,Cash,Globe Taxi,16,16
1993,15.67,40,8.9,0,4,53.4,Credit Card,Flash Cab,POC,24
480,1.5,7.5,0,0,0,7.5,Cash,Taxi Affiliation Services,8,8
2580,8.8,28.5,0,0,0,28.5,Unknown,Taxi Affiliation Services,21,6
720,3.3,12.25,0,0,3,15.25,Cash,Medallion Leasin,8,6
180,0.8,5,0,0,1,6,Cash,Taxi Affiliation Services,8,8
1192,8.79,24,0,0,0,24,Prcard,Flash Cab,8,39
899,3.1,13.74,3.11,0,0,16.85,Mobile,City Service,6,21
2324,0,49.8,11.13,0,0,60.93,Mobile,Flash Cab,6,76
420,1.5,7.5,0,0,0,7.5,Cash,Taxicab Insurance Agency,32,8
455,1.13,6.75,4,0,0,11.25,Credit Card,Sun Taxi,32,8
180,0.8,5.25,2,0,0,7.25,Credit Card,Taxi Affiliation Services,28,28
300,1,6,2,0,2,10.5,Credit Card,Medallion Leasin,32,8
0,0,3.25,0,0,0,3.25,Cash,Taxi Affiliation Services,8,8
480,0,6.5,0,0,0,6.5,Cash,Taxicab Insurance Agency,8,8
1860,18.2,45.75,0,0,5,50.75,Cash,2733 - 74600 Benny Jona,76,32
1376,10.48,28,0,0,0,28,Prcard,Flash Cab,38,73
300,0.9,5.75,2,0,0,7.75,Credit Card,Taxi Affiliation Services,32,8
3344,3.97,27,0,0,0,27,Prcard,Flash Cab,12,10
900,2.7,11.25,0,0,0,11.25,Unknown,Taxi Affiliation Services,38,36
960,6.5,19.75,0,0,0,19.75,Cash,Medallion Leasin,8,77
2408,24.3,61.75,0,0,5.5,67.25,Cash,Flash Cab,POC,22
240,0.8,5.5,0,0,0,5.5,Cash,Taxi Affiliation Services,28,28
246,1.02,5.75,0,0,0,5.75,Cash,Flash Cab,8,8
3720,47.1,111.75,35.6,0,66,213.35,Credit Card,Blue Ribbon Taxi Association Inc.,56,DOC
2460,15.2,41.5,10,0,6,57.5,Credit Card,U Taxicab,76,6
629,2.59,10.25,0,0,0,10.25,Prcard,Flash Cab,45,69
660,2.13,9.5,4,0,1,15,Credit Card,24 Seven Taxi,32,8
360,0.9,6,0,0,0,6,Cash,Globe Taxi,8,8
659,2.23,9.75,2,0,0,12.25,Credit Card,Globe Taxi,32,7
1302,10.39,27.25,0,0,0,27.25,Prcard,Flash Cab,24,37
833,0,10.45,2.38,0,0,12.83,Mobile,Flash Cab,8,8
360,0,6,0,0,0,6,Unknown,Taxi Affiliation Services,8,8
2031,15.52,40.5,0,0,6,46.5,Cash,Flash Cab,76,DOC
900,10.8,28.25,0,0,0,28.25,Unknown,Taxi Affiliation Services,56,34
501,1.93,12.45,1.41,0,0,13.86,Mobile,24 Seven Taxi,8,28
1200,0.1,12,0,0,1,13,Unknown,Taxi Affiliation Services,7,22
194,0.48,4.75,0,0,0,4.75,Cash,Flash Cab,32,32
600,2.1,10.25,0,0,1,11.25,Cash,Taxicab Insurance Agency,32,28
1419,10.85,29,0,0,0,29,Cash,Flash Cab,28,56
674,4.41,14.25,6.85,0,19.5,41.1,Credit Card,City Service,POC,76
1225,12.26,31.75,0,0,0,31.75,Prcard,Flash Cab,76,16
2227,25.2,61,13.1,0,4,78.6,Credit Card,Globe Taxi,76,41
360,0.9,6.5,2,0,0,8.5,Credit Card,U Taxicab,8,32
2135,14.3,37.5,7.6,0,0,45.6,Credit Card,Flash Cab,6,DOC
720,3.1,11.75,2.75,0,1.5,16,Credit Card,Blue Ribbon Taxi Association Inc.,33,8
546,1.73,8.25,2,0,0,10.75,Credit Card,Flash Cab,32,33
420,0,7,0,0,0,7,Cash,Taxi Affiliation Services,32,8
1592,5.63,18.5,3,0,0,22,Credit Card,Flash Cab,77,21
300,0.9,5.75,0,0,1,6.75,Cash,Medallion Leasin,32,8
2280,0,32.75,0,0,0,32.75,Unknown,Taxi Affiliation Services,28,41
180,0.4,4.75,0,0,0,4.75,Cash,Taxi Affiliation Services,8,8
540,1.5,7.5,3,0,0,10.5,Credit Card,Taxicab Insurance Agency,8,8
960,7.2,20.5,0,0,0,20.5,Unknown,Taxi Affiliation Services,8,39
0,0,12.25,0,0,0,12.25,Cash,Taxicab Insurance Agency,28,DOC
336,1.16,6.5,2,0,0,9,Credit Card,City Service,8,8
300,0.6,5.25,0,0,1,6.25,Cash,Medallion Leasin,28,8
540,1.9,8.75,4,0,0,12.75,Credit Card,Taxi Affiliation Services,8,28
720,1.6,8.75,2,0,1,11.75,Credit Card,Top Cab Affiliation,28,8
917,6.87,19.5,0,0,0,19.5,Prcard,Flash Cab,54,DOC
862,2.1,9,0,0,0,9,Cash,Globe Taxi,8,28
2154,9.96,29,2,0,5,36.5,Credit Card,Flash Cab,56,72
306,0.9,5.75,3,0,0,9.25,Credit Card,City Service,8,8
3108,0,3.25,0,0,0,3.25,Cash,Flash Cab,8,8
2312,14.5,38.75,0,0,0,38.75,Cash,Medallion Leasin,32,DOC
2580,0,30.5,0,0,0,30.5,Unknown,Taxi Affiliation Services,67,37
879,4.05,13.5,0,0,0,13.5,Prcard,Flash Cab,39,43
420,0,6.5,0,0,0,6.5,Cash,Taxi Affiliation Services,8,32
360,1.3,6.5,0,0,0,6.5,Cash,Taxi Affiliation Services,22,22
1191,6.1,19,0,0,0,19,Prcard,Flash Cab,72,53
3316,7.03,30.25,0,0,0,30.25,Prcard,Flash Cab,44,43
300,0,5.25,0,0,0,5.25,Unknown,Taxi Affiliation Services,33,33
925,3.94,13.75,2.14,0,0,16.39,Credit Card,Flash Cab,8,33
420,0,6.5,0,0,0,6.5,Cash,Taxi Affiliation Services,8,32
3420,7.3,29.75,0,0,0,29.75,Cash,Medallion Leasin,33,33
660,0,10.5,0,0,0,10.5,Unknown,Taxi Affiliation Services,41,38
1140,0,15.25,0,0,0,15.25,Cash,Taxi Affiliation Services,6,16
1620,1.1,44.75,0,0,0,44.75,Cash,Taxi Affiliation Services,32,76
0,0.1,3.5,0,0,0,3.5,Cash,Blue Ribbon Taxi Association Inc.,51,51
1950,16.57,41.5,9.2,0,4,55.2,Credit Card,City Service,POC,8
222,0.5,4.5,4,0,1,10,Credit Card,Chicago Independents,32,32
1678,7.76,25,0,0,0,25,Prcard,Flash Cab,77,8
339,0.8,5.75,0,0,0,5.75,Cash,Medallion Leasin,28,32
120,0,3.75,0,0,0,3.75,Cash,Taxi Affiliation Services,77,77
780,0.1,10,0,0,0,10,Cash,Taxi Affiliation Services,22,6
1428,10.81,29.25,0,0,0,29.25,Prcard,Flash Cab,48,32
300,1.1,6.25,0.11,0,1.5,8.36,Credit Card,Globe Taxi,8,32
350,0.85,5.75,0,0,0,5.75,Cash,Flash Cab,8,8
1179,8.86,24.75,0,0,1,26.25,Credit Card,Flash Cab,8,15
600,2.4,9.5,0,0,0,9.5,Cash,Taxi Affiliation Services,28,28
660,6.6,18.25,0,0,0,18.25,Unknown,Taxi Affiliation Services,28,39
540,0.1,8.5,2.2,0,2,12.7,Credit Card,Taxi Affiliation Services,33,32
1791,11.6,31.5,7.2,0,4,43.2,Credit Card,Medallion Leasin,56,32
1800,17.3,43,10.44,0,5,58.44,Credit Card,Taxi Affiliation Services,76,8
900,0,3.25,0,0,5,8.75,Credit Card,Medallion Leasin,8,32
935,6.08,18,0,0,0,18,Cash,Flash Cab,28,22
600,2.1,10,1.5,0,0,11.5,Credit Card,Taxicab Insurance Agency,32,8
2520,0.5,30.25,0,0,0,30.25,Unknown,Taxi Affiliation Services,35,32
1560,10.6,29.25,0,0,0,29.25,Unknown,Taxi Affiliation Services,28,32
1380,0,31,0,0,0,31,Unknown,Taxi Affiliation Services,28,43
540,2.1,9,0,0,1,10,Cash,Taxi Affiliation Services,8,28
1503,5.64,19,0,0,0,19,Cash,Flash Cab,19,6
1602,9.88,31.77,0,0,0,31.77,Cash,Flash Cab,2,8
12,0,3.25,0,0,0,3.25,Cash,Flash Cab,8,8
480,0,7.75,3,0,1,11.75,Credit Card,Taxi Affiliation Services,28,32
807,0,7.5,0,0,0,7.5,Cash,Sun Taxi,15,15
240,0,4.75,0,0,0,4.75,Cash,Taxi Affiliation Services,32,28
600,0,7.5,0,0,0,7.5,Cash,Taxi Affiliation Services,8,8
960,2.9,11.75,5,0,1,17.75,Credit Card,Taxicab Insurance Agency,POC,DOC
1341,13.72,43.02,0,0,0,43.02,Cash,Flash Cab,77,DOC
240,1.1,6.25,0,0,0,6.25,Cash,Taxicab Insurance Agency,32,32
418,1.03,6.5,0,0,1,7.5,Cash,Flash Cab,32,8
720,5.6,16.5,0,0,0,16.5,Unknown,Taxicab Insurance Agency,32,39
0,0,3.25,0,0,0,3.25,Cash,Taxi Affiliation Services,37,37
1031,12.52,31.5,0,0,0,31.5,Prcard,Flash Cab,32,DOC
960,11.9,30,0,0,0,30,Unknown,Taxi Affiliation Services,35,34
1807,11.72,31.75,0,0,0,31.75,Prcard,Flash Cab,8,1
2100,0.6,31.25,0,0,1,32.25,Unknown,Taxi Affiliation Services,8,17
1532,12.03,32.5,0,0,0,32.5,Prcard,Flash Cab,43,DOC
1398,9.25,25.75,0,0,0,25.75,Prcard,Flash Cab,32,2
2179,19.46,48.25,7.91,0,4,60.66,Credit Card,Flash Cab,76,60
1816,17.67,44,9.7,0,4,58.2,Credit Card,Chicago Independents,76,8
1440,16.2,39.25,8.65,0,4,51.9,Credit Card,Choice Taxi Association,76,8
1860,10.3,30,0,0,0,30,Unknown,Blue Ribbon Taxi Association Inc.,51,66
939,2.3,10.75,4,0,0,15.25,Credit Card,Flash Cab,8,32
600,1.7,8.25,0,0,0,8.25,Cash,Medallion Leasin,32,8
1539,15.28,38.25,0,0,0,38.25,Prcard,Flash Cab,10,27
825,2.99,11.5,0,0,0,11.5,Prcard,Flash Cab,1,3
1020,0,20,7.6,0,5,32.6,Credit Card,Taxi Affiliation Services,56,60
480,1.4,7.25,0,0,0,7.25,Cash,U Taxicab,POC,DOC
300,0,5,0,0,0,5,Cash,Star North Management LLC,32,32
360,0.8,6,0,0,0,6,Cash,Star North Management LLC,32,32
890,6.36,19,0,0,0,19,Prcard,Flash Cab,POC,8
540,4.4,13,4,0,0,17,Credit Card,U Taxicab,8,6
540,2.8,10.25,4,0,1,15.75,Credit Card,Globe Taxi,56,8
2762,26.74,59.89,0,0,0,59.89,Cash,Flash Cab,4,DOC
212,0.83,5.25,2,0,0,7.75,Credit Card,Chicago Independents,8,32
283,0.84,5.75,0,0,1,6.75,Cash,Patriot Taxi Dba Peace Taxi Associat,8,8
780,0.4,20.5,4,0,1,25.5,Credit Card,Taxi Affiliation Services,8,39
480,0,7.25,0,0,0,7.25,Unknown,Taxi Affiliation Services,35,38
2267,7.9,25.75,0,0,1,26.75,Prcard,Globe Taxi,16,2
23,0.04,49.77,0,0,0,49.77,Cash,Flash Cab,32,32
720,1.4,8.25,0,0,1,9.25,Cash,Taxi Affiliation Services,28,28
231,0.91,5.5,2,0,0,8,Credit Card,Flash Cab,24,8
197,0.5,9.36,1.61,0,0,10.97,Mobile,Chicago Independents,32,32
593,1.86,8.5,0,0,0,8.5,Cash,City Service,32,8
1860,1.1,43.75,12.05,0,4,59.8,Credit Card,Blue Ribbon Taxi Association Inc.,76,8
1876,17,42,0,0,4,46,Cash,Medallion Leasin,76,8
1140,9.1,25,0,0,4,29,Cash,Top Cab Affiliation,56,33
1660,17.94,44.5,9.2,0,1,55.2,Credit Card,Sun Taxi,8,76
1080,8.7,23.25,4.75,0,0,28,Credit Card,Taxi Affiliation Services,6,28
1723,11.53,31.25,0,0,0,31.25,Prcard,Flash Cab,28,44
257,2.43,8.5,3.5,0,5,17.5,Credit Card,Flash Cab,76,DOC
0,0,3.25,0,0,0,3.25,Cash,U Taxicab,56,56
300,0.8,5.5,0,0,0,5.5,Cash,Medallion Leasin,32,32
1380,12.9,33.5,3,0,4,40.5,Credit Card,Taxi Affiliation Services,56,8
6,0.02,3.25,0,0,0,3.25,Cash,Flash Cab,49,49
35,0,3.25,0,0,0,3.25,Cash,City Service,76,76
338,1.31,6.75,3,0,1,11.25,Credit Card,Chicago Independents,8,32
0,0,3.25,0,0,0,3.25,Cash,Taxi Affiliation Services,53,53
240,0.8,5.5,0,0,0,5.5,Cash,Star North Management LLC,32,28
660,4.3,13.25,2.75,0,0,16,Credit Card,Taxi Affiliation Services,8,28
16,0.05,3.25,0,0,0,3.25,Cash,Flash Cab,10,10
360,0,6.25,0,0,0,6.25,Cash,Taxi Affiliation Services,32,8
2040,0,37.75,0,0,0,37.75,Cash,Top Cab Affiliation,2,76
2369,20.75,62.14,0,0,0,62.14,Cash,Flash Cab,43,1
1819,15.62,39.25,4,0,5,48.75,Credit Card,Flash Cab,76,24
1307,16.86,41.5,16.88,0,25.5,84.38,Credit Card,Sun Taxi,POC,DOC
1740,0,44.5,0,0,4,48.5,Cash,Taxi Affiliation Services,56,3
375,1.47,6.75,0,0,0,6.75,Prcard,Flash Cab,77,1
420,0.8,6.25,0,0,0,6.25,Cash,Blue Ribbon Taxi Association Inc.,8,8
1500,14.2,37.25,8.25,0,1,46.5,Credit Card,Blue Ribbon Taxi Association Inc.,POC,DOC
3360,16.8,49.75,0,0,0,49.75,Unknown,Taxi Affiliation Services,42,16
1093,8.65,23.5,0,0,0,23.5,Prcard,Flash Cab,26,DOC
1944,18.9,47,9.7,0,1,58.2,Credit Card,Sun Taxi,32,76
2040,5.6,20.25,0,0,1.5,21.75,Cash,Blue Ribbon Taxi Association Inc.,28,24
