Versus,Exit_Velocity,Launch_Angle,Pitch_Speed,Distance,Pitcher_Age,Pitch_Type,Batter_Age
MIA,99.1,31,80.2,392,27,Slider,32
CLE,103.6,33,88.2,392,25,Slider,31
LAA,108.1,28,91.2,392,26,Four Seam,31
CWS,103,28,97.3,392,34,Sinker,27
MIL,104.3,26,96.8,392,29,Sinker,35
PHI,105.8,27,88.5,392,35,Cutter,22
PHI,103.7,33,79.4,392,35,Curveball,31
SF,103.5,27,96.2,392,31,Four Seam,33
MIL,104.6,29,83.3,392,24,Slider,42
CIN,108.2,20,83,392,30,Slider,30
OAK,102.9,31,88.1,392,28,Slider,25
TOR,100.9,32,82.8,392,31,Slider,28
NYY,102.2,29,89,392,32,Changeup,26
CWS,101.3,35,84.5,392,35,Curveball,22
STL,110.5,23,88.2,392,41,Sinker,30
AZ,108.6,22,79.3,392,29,Changeup,22
CLE,101.5,25,87.7,392,27,Cutter,27
CLE,105.3,22,91.8,392,27,Sinker,23
HOU,104.8,24,93.8,392,39,Four Seam,25
NYM,102.1,28,83.5,392,30,Slider,31
KC,102.4,34,88.4,392,27,Slider,28
ATL,104.3,30,92,392,32,Four Seam,22
WSH,103.1,27,87,392,35,Four Seam,30
AZ,96.7,32,80.4,392,33,Curveball,30
KC,102.1,32,80.1,392,28,Slider,34
BAL,98.5,34,72.4,392,25,Curveball,30
CIN,100.4,32,88.8,392,35,Four Seam,35
LAA,105.3,26,84,392,23,Slider,29
MIA,104.4,33,94.1,392,35,Four Seam,29
TEX,106.3,25,80.9,392,26,Slider,27
TB,103.5,26,90.3,392,31,Changeup,30
MIN,113,14,83.8,392,26,Slider,30
WSH,111.2,20,89.4,392,29,Sinker,26
ATL,101.7,33,89.1,392,23,Sinker,26
WSH,107.8,22,88.8,392,29,Cutter,26
SF,101.9,31,92.3,392,29,Four Seam,29
MIL,106.5,24,94.9,392,30,Four Seam,22
BOS,102,24,88.3,392,26,Changeup,33
TEX,105.4,23,94.4,392,28,Four Seam,33
BOS,102.9,36,81.4,392,31,Changeup,28
SEA,101.4,22,92.1,392,31,Sinker,33
SD,93.8,29,83.5,392,32,Changeup,36
CHC,103.5,35,91.5,392,29,Four Seam,26
MIL,112.3,23,95.4,392,24,Sinker,24
CWS,98.6,26,93.1,392,28,Four Seam,31
PIT,105.6,22,94.5,392,25,Four Seam,25
CHC,100.2,29,93.9,392,26,Sinker,30
BAL,100.1,35,76.9,392,28,Slider,35
CLE,102.9,26,91.7,392,26,Four Seam,25
LAA,102.7,34,91.6,392,26,Four Seam,29
WSH,101.6,29,94.5,392,29,Sinker,32
DET,96.5,26,90.9,392,29,Four Seam,30
CWS,103.5,23,79.3,392,28,Curveball,29
LAA,103.3,27,95.5,392,23,Four Seam,22
CIN,107.1,37,86.7,392,23,Slider,27
WSH,105,24,89.9,392,36,Sinker,31
LAD,104,37,93.9,392,27,Four Seam,30
TB,100.9,26,95.9,392,32,Sinker,33
DET,110.8,24,92.2,392,32,Four Seam,35
KC,104.3,35,91.7,392,30,Four Seam,24
CWS,102.4,38,89.1,392,30,Four Seam,25
CLE,102.3,36,83.4,392,27,Curveball,32
OAK,103.3,31,93.4,392,29,Sinker,28
COL,98.7,29,76.6,392,29,Knuckle Curve,33
HOU,101.6,29,93.4,391,26,Four Seam,24
TB,106.1,28,93,391,23,Sinker,26
LAA,108.5,40,95.3,391,32,Sinker,25
PIT,103.5,35,83.9,391,29,Slider,23
SF,106.9,36,84.8,391,35,Knuckle Curve,28
KC,104.8,24,90.1,391,25,Four Seam,28
TOR,109.7,22,90.4,391,33,Sinker,28
ATL,103.1,36,91.4,391,35,Cutter,24
LAA,102.9,34,93.5,391,26,Four Seam,25
LAD,103.6,26,79.5,391,28,Knuckle Curve,29
MIN,106.8,38,94.5,391,26,Four Seam,27
SEA,102.4,24,85.5,391,31,Slider,34
BAL,103.6,41,87.3,391,28,Slider,31
CHC,103.5,23,94.6,391,27,Four Seam,25
NYM,102.7,24,80.4,391,33,Slider,31
LAD,100.6,26,93.4,391,25,Four Seam,26
LAA,98.6,32,81.3,391,26,Changeup,23
PHI,101.2,31,75.6,391,25,Curveball,28
PIT,100.1,29,75.8,391,29,Curveball,30
TOR,99.2,34,81.6,391,24,Slider,27
TEX,105.4,26,93.8,391,34,Four Seam,31
SEA,106.5,22,87,391,24,Cutter,35
MIL,106.3,23,96.4,391,29,Four Seam,32
DET,100.8,33,85.7,391,32,Changeup,25
BAL,102,26,91.7,391,32,Four Seam,24
PIT,105,25,78.5,391,23,Curveball,21
AZ,102.5,26,87,391,29,Cutter,30
MIL,106.6,25,94.8,391,29,Sinker,29
AZ,107.1,23,93.3,391,28,Four Seam,29
BOS,101.3,32,86.1,391,24,Slider,26
SF,102.8,26,84.9,391,29,Changeup,33
PIT,107.8,28,84.1,391,25,Slider,33
MIA,100.9,33,82.2,391,30,Slider,29
AZ,105.1,39,92.9,391,24,Four Seam,24
AZ,102.4,30,88.1,391,27,Changeup,29
LAD,100.9,22,88.6,391,29,Changeup,25
LAD,103.8,26,83.9,391,26,Changeup,34
CHC,102,29,93.1,391,27,Four Seam,29
MIL,104.4,22,88.6,391,26,Four Seam,30
NYM,104.3,24,90.7,391,32,Four Seam,38
AZ,105,29,87,391,24,Slider,28
WSH,108.6,34,92.9,391,25,Four Seam,30
PHI,101,26,90.1,391,35,Cutter,30
WSH,104.4,35,95.2,391,25,Four Seam,26
TOR,110.8,25,91.4,391,33,Four Seam,27
MIL,103,35,80.4,391,29,Slider,30
OAK,102,37,80.8,391,32,Slider,25
SF,105.8,30,93.7,391,27,Four Seam,24
CHC,104.8,22,91.4,391,33,Sinker,27
TEX,100.2,35,88.4,391,27,Slider,30
TB,103.3,37,85.6,391,27,Slider,29
STL,103.8,29,84.6,391,41,Cutter,30
ATL,101.4,26,88.2,391,24,Changeup,32
SF,100.2,28,95,391,32,Four Seam,33
MIN,104.1,20,78.8,391,30,Slider,24
CLE,109.3,21,83.8,391,27,Slider,26
BOS,103.8,29,81.5,391,35,Slider,27
OAK,105.7,22,83.6,391,28,Changeup,33
AZ,106,28,90.8,391,31,Four Seam,34
BOS,98.3,32,94.2,391,29,Four Seam,37
STL,99.4,26,84.7,391,31,Changeup,33
WSH,102.7,35,58.5,391,34,Other,25
SD,105.7,30,90,391,30,Sinker,36
CIN,103.1,26,94.5,391,24,Four Seam,35
LAA,107.8,20,90.7,391,28,Split-Finger,27
LAA,102.7,23,90.7,391,30,Cutter,36
COL,105.8,23,90.8,391,29,Four Seam,30
TEX,104.6,21,90.6,391,26,Four Seam,24
NYY,105.6,28,87,391,34,Slider,27
AZ,103.2,42,90.9,391,31,Four Seam,23
NYY,104.8,30,93.7,391,26,Sinker,27
CWS,104.7,35,93.6,391,26,Four Seam,29
SF,104.1,30,91.1,390,31,Sinker,30
PIT,106,27,96.4,390,23,Four Seam,24
ATL,100,28,92.9,390,35,Sinker,30
BOS,102.8,23,94.1,390,29,Four Seam,38
CHC,108.6,34,82.2,390,24,Slider,28
MIN,101.7,24,97.3,390,24,Split-Finger,32
CWS,104.1,32,86,390,35,Changeup,30
CHC,102.5,26,81.1,390,23,Curveball,27
NYY,104.2,30,95.2,390,34,Four Seam,35
COL,106.8,42,92.7,390,27,Four Seam,30
CIN,107.1,30,95.2,390,26,Sinker,27
CLE,101.6,35,86.3,390,25,Slider,32
CHC,103.2,28,61.3,390,30,Other,33
AZ,107.7,28,89.8,390,24,Sinker,32
PIT,101.8,26,91.3,390,29,Sinker,25
SD,100.9,28,93.8,390,32,Four Seam,32
CIN,104.4,26,84.6,390,26,Slider,24
BAL,103.2,27,86.5,390,30,Cutter,26
MIA,110.3,25,91,390,25,Four Seam,29
BOS,100.7,26,95,390,29,Four Seam,23
CIN,104,21,64.4,390,28,Other,29
MIA,103.1,38,98.4,390,27,Four Seam,27
NYM,103.2,32,91.8,390,27,Cutter,35
TB,100.8,33,94.2,390,27,Four Seam,27
PHI,104.3,23,92.6,390,27,Four Seam,30
STL,101.1,27,93.5,390,30,Four Seam,23
LAD,101.4,25,94,390,26,Four Seam,36
CWS,103.3,20,85.9,390,28,Curveball,23
TB,106.4,21,88.3,390,23,Changeup,34
WSH,110.9,17,81.3,390,33,Slider,28
TB,105.8,37,92.9,390,23,Four Seam,26
CWS,106,27,96.2,390,28,Four Seam,26
LAD,103.6,37,83,390,27,Slider,29
SF,104.5,36,94.9,390,31,Four Seam,30
NYY,106.7,21,95.3,390,29,Sinker,25
CIN,103,32,87,390,29,Slider,26
WSH,101.3,31,96.8,390,24,Four Seam,39
AZ,104.4,27,91.2,390,34,Sinker,28
SEA,100,25,94.2,390,31,Four Seam,34
BAL,102.1,28,85.6,390,27,Changeup,27
BOS,102.1,28,84.5,390,26,Slider,27
HOU,105.1,24,95.9,390,31,Four Seam,29
PHI,103.1,28,93,390,30,Sinker,34
TOR,104.7,25,88,390,30,Slider,31
NYY,109.4,23,89.9,390,32,Slider,31
COL,96.8,30,90.6,390,34,Sinker,33
OAK,106.9,21,92.6,390,29,Sinker,22
NYY,108,23,86.1,390,28,Changeup,34
MIN,104.1,29,84.9,390,32,Knuckle Curve,32
KC,98.4,31,92.3,390,23,Four Seam,29
DET,106.1,35,95.1,390,27,Four Seam,28
PHI,102.1,25,83.3,390,30,Slider,25
KC,97.9,38,83.1,390,25,Changeup,32
SF,104.3,25,84.7,390,31,Slider,28
CWS,100.2,31,86.7,390,27,Slider,24
BOS,110.5,25,75.9,390,29,Knuckle Curve,32
PIT,97.5,36,96,390,28,Four Seam,26
LAD,107.2,23,90.4,390,34,Four Seam,31
ATL,101.7,26,92,390,33,Four Seam,27
WSH,101.5,31,83.7,390,25,Curveball,28
BOS,105.5,31,91.4,390,28,Sinker,27
CHC,102.9,24,88.4,390,31,Split-Finger,35
TEX,97.6,35,93.8,390,26,Four Seam,31
WSH,104.8,31,87.5,390,26,Cutter,28
LAA,104.9,25,91.3,390,30,Cutter,35
CWS,108.2,35,86.2,390,31,Slider,37
NYM,102.1,34,73.5,390,33,Slider,35
NYY,100.7,29,87.3,390,35,Cutter,30
SD,103.5,31,87.2,390,38,Cutter,27
BAL,100.4,22,76.5,390,30,Curveball,27
MIA,102,30,92.3,390,25,Four Seam,29
NYY,104.8,33,94,390,30,Four Seam,32
LAD,102.2,31,82.1,390,28,Slider,27
CLE,105.8,20,86.3,390,24,Cutter,34
BOS,102.4,27,73,390,42,Curveball,30
AZ,100,28,91.1,390,33,Four Seam,30
CIN,104.4,38,86.6,390,35,Slider,31
NYM,108.6,26,94.3,390,38,Four Seam,30
KC,97.6,30,93.9,390,26,Four Seam,24
TEX,108,24,80,390,37,Curveball,28
OAK,104.2,22,93.4,390,28,Sinker,29
STL,99.6,29,80.3,390,28,Curveball,25
KC,98.3,39,67.1,390,27,Other,27
CHC,105.4,25,85.4,389,33,Four Seam,21
BAL,98.9,34,92.5,389,27,Four Seam,31
CWS,102.5,32,85.6,389,36,Cutter,26
CWS,102.6,34,90.1,389,35,Cutter,24
MIA,103,24,81.5,389,32,Slider,26
PHI,112.8,28,95.5,389,31,Four Seam,26
NYM,104,20,91.5,389,34,Slider,24
LAA,98,30,86.1,389,28,Slider,30
CWS,99.1,28,88.8,389,30,Changeup,25
BAL,98.9,29,83.9,389,30,Cutter,23
LAD,98.9,31,95,389,26,Four Seam,24
LAA,100.5,27,90.5,389,31,Four Seam,28
SEA,106.8,20,95.4,389,28,Sinker,28
SEA,98.3,32,81.8,389,25,Knuckle Curve,30
OAK,104.5,28,96.1,389,31,Four Seam,32
TB,104.5,24,90.4,389,26,Sinker,35
HOU,105,39,92.7,389,25,Four Seam,28
AZ,105.4,42,91,389,31,Four Seam,31
KC,101.9,33,93.2,389,23,Four Seam,24
LAA,101.6,25,92.3,389,24,Four Seam,29
WSH,98.2,39,94.9,389,31,Sinker,31
CWS,112.2,21,85,389,35,Changeup,30
CWS,114,22,92.9,389,28,Four Seam,23
HOU,100.7,27,75.2,389,29,Curveball,26
COL,99,31,77.5,389,30,Knuckle Curve,30
CIN,102,31,83.5,389,26,Changeup,33
WSH,99.3,31,79.9,389,30,Curveball,28
KC,98.7,33,84.3,389,26,Changeup,28
WSH,102.8,28,87.4,389,35,Four Seam,27
BOS,109.7,23,93.1,389,31,Four Seam,21
OAK,102.8,25,92.6,389,28,Four Seam,30
TOR,104.5,26,94.4,389,28,Four Seam,27
LAD,101.7,31,86.4,389,25,Slider,27
STL,104.3,33,92.7,389,34,Sinker,28
BOS,110.3,37,93.1,389,29,Four Seam,33
CHC,102,29,80.6,389,30,Slider,26
TEX,101.5,33,89.3,389,28,Cutter,29
CLE,106.6,30,81.9,389,35,Curveball,30
BOS,100.5,35,86.5,389,26,Slider,30
KC,105.4,34,98.2,389,26,Four Seam,30
SD,105.8,41,91.4,389,36,Four Seam,26
CIN,102.8,27,95.4,389,32,Four Seam,25
LAD,99.8,33,80.8,389,27,Slider,42
NYY,105.2,30,91.8,389,28,Four Seam,27
MIA,103.3,31,94.8,389,25,Four Seam,33
PHI,102.2,24,92.1,389,37,Cutter,33
TEX,107.9,26,97.6,389,29,Four Seam,30
SF,105.7,25,83.5,389,32,Sinker,26
CHC,95.4,34,82.2,389,29,Slider,27
BOS,105,36,79.9,389,32,Curveball,25
CHC,99.1,27,85.1,389,27,Slider,27
COL,99.8,23,92.6,389,29,Four Seam,29
PIT,103.7,31,92,389,29,Four Seam,27
CHC,101.5,30,91.7,389,29,Four Seam,30
WSH,101,31,97.3,389,31,Sinker,27
OAK,102.7,34,86.6,389,28,Slider,30
CIN,104.7,24,99.8,389,23,Four Seam,29
MIL,97.6,27,89.4,389,33,Four Seam,25
BAL,99.8,23,83.1,389,28,Changeup,25
AZ,107.5,26,85.9,389,24,Slider,33
MIL,98.4,33,88,389,31,Sinker,24
LAD,106.1,23,82.3,389,28,Slider,36
TEX,102.3,24,92.6,389,25,Four Seam,28
BOS,110.4,25,84.2,389,31,Changeup,30
TEX,105.3,23,88.3,389,37,Slider,30
BAL,97.9,28,96.1,389,28,Four Seam,31
ATL,101.4,32,93,389,33,Four Seam,28
BOS,104.3,26,93,389,29,Four Seam,30
AZ,105.5,40,87.4,389,33,Cutter,29
HOU,110.6,38,93.5,389,27,Four Seam,29
OAK,99.2,28,93,389,27,Sinker,31
COL,105.1,27,86.9,389,27,Knuckle Curve,27
WSH,100.2,24,86.4,389,25,Slider,38
COL,104.1,24,92.5,389,30,Sinker,23
CIN,102.7,35,85.5,388,23,Slider,29
BOS,108.3,21,94.6,388,31,Four Seam,27
HOU,108.6,38,91.2,388,29,Four Seam,24
AZ,103.1,22,51.1,388,28,Other,27
ATL,101.8,36,88.8,388,39,Cutter,36
BAL,106.4,21,90.6,388,28,Cutter,23
CHC,103.1,37,94,388,30,Four Seam,27
TOR,106.6,29,90.1,388,31,Cutter,35
AZ,97.7,32,78.3,388,38,Knuckle Curve,32
CWS,100.7,35,82.3,388,28,Changeup,24
CWS,101.3,31,85,388,31,Slider,30
NYM,113.5,21,84.8,388,35,Slider,28
WSH,99.3,26,87.1,388,31,Split-Finger,21
CWS,101.2,25,82.4,388,30,Knuckle Curve,25
CWS,98.8,31,86.4,388,34,Cutter,28
SEA,110.8,25,81.2,388,28,Changeup,32
HOU,100.5,31,78.4,388,26,Curveball,28
MIN,104.9,40,91.8,388,32,Four Seam,32
ATL,103.7,34,92.1,388,28,Four Seam,33
TOR,102.6,41,83.7,388,33,Changeup,24
LAA,102.4,30,92.9,388,23,Four Seam,28
WSH,102.5,24,92.7,388,33,Sinker,36
AZ,106.9,24,84.1,388,27,Changeup,27
CLE,101.1,31,91.2,388,27,Four Seam,29
DET,104.5,26,90.9,388,29,Four Seam,35
MIA,100.3,33,89.8,388,26,Changeup,28
CHC,105.9,39,81.5,388,25,Slider,27
WSH,103.3,27,96.3,388,25,Four Seam,28
NYM,103.5,36,90.1,388,33,Cutter,27
CIN,109.7,27,99.6,388,23,Four Seam,25
NYM,107.1,24,92.8,388,30,Four Seam,27
NYY,102.4,25,93.2,388,28,Four Seam,27
LAA,100,28,82.7,388,24,Slider,23
MIN,103.7,19,87.2,388,34,Slider,27
NYM,113.2,20,94.6,388,38,Four Seam,29
TEX,104.5,20,85.5,388,25,Cutter,38
SD,101.2,36,55.3,388,32,Eephus,30
LAD,100.9,24,93.4,388,31,Four Seam,34
STL,103.9,29,86.6,388,29,Changeup,24
MIA,97.4,30,97.3,388,27,Four Seam,27
COL,105.9,24,90.6,388,29,Four Seam,33
COL,93.5,31,84.7,388,29,Slider,26
CIN,104.3,32,91.7,388,28,Four Seam,35
HOU,104.1,25,97.1,388,29,Sinker,30
BOS,107.8,19,95.2,388,35,Four Seam,31
NYY,105.1,23,89.7,388,34,Split-Finger,28
MIL,101,29,92.6,388,27,Four Seam,33
SD,104.7,39,84.9,388,30,Changeup,24
ATL,101.5,31,81.7,388,39,Curveball,30
SEA,102,27,92.3,388,29,Four Seam,32
CWS,101.1,24,88.2,388,28,Cutter,25
KC,100.1,37,81.9,388,25,Changeup,29
PIT,99.5,32,80.7,387,26,Slider,26
WSH,103.6,30,75.3,387,35,Slider,28
STL,100.4,35,84.1,387,31,Changeup,36
SD,101.5,28,92.3,387,23,Four Seam,31
MIL,98.1,32,79.9,387,31,Changeup,32
TOR,102.3,23,88.5,387,31,Slider,28
SD,104.3,39,94.4,387,32,Four Seam,30
AZ,102.1,25,81.8,387,25,Curveball,25
BAL,98.4,32,86,387,28,Changeup,25
MIL,101.4,22,92.5,387,29,Sinker,33
CIN,105.2,22,78.3,387,35,Curveball,27
TEX,97,30,95.2,387,28,Four Seam,34
CLE,105.6,21,86,387,25,Changeup,35
KC,105.1,39,82.1,387,26,Slider,27
MIN,104.2,39,78.8,387,25,Curveball,31
OAK,102.2,31,91.5,387,28,Four Seam,31
PHI,100.7,40,77.8,387,25,Curveball,23
SEA,102.7,30,83.9,387,32,Slider,33
CIN,101.4,25,94.9,387,24,Sinker,31
DET,105.5,33,85.4,387,24,Slider,30
WSH,98.6,35,91,387,30,Sinker,28
SF,108.6,20,86.7,387,27,Slider,30
MIN,99.3,32,86,387,27,Cutter,29
NYY,103.8,23,91.2,387,30,Four Seam,27
BOS,101.6,25,92,387,24,Sinker,30
TB,107.4,23,96.2,387,32,Sinker,32
AZ,95.3,31,95.4,387,27,Four Seam,30
CHC,100.6,27,95.9,387,36,Four Seam,29
PHI,107.9,27,94.5,387,32,Four Seam,30
HOU,103.2,29,93.4,387,33,Four Seam,26
CIN,105.2,30,89.2,387,23,Slider,22
NYY,104,22,81.2,387,27,Slider,28
WSH,102.3,37,76.4,387,35,Slider,29
AZ,96.8,31,82.8,387,31,Curveball,26
LAD,100.9,31,93,387,37,Four Seam,25
MIN,101.5,33,94.3,387,26,Four Seam,25
STL,101.4,27,87.9,387,28,Slider,34
BAL,101.3,30,87.3,387,32,Changeup,26
TB,106.8,32,87.9,387,30,Sinker,31
OAK,112.8,21,85.5,387,28,Changeup,26
CHC,102.4,23,93.3,387,29,Sinker,31
PIT,104.6,35,82.6,387,29,Cutter,27
WSH,108.4,24,75.4,387,36,Slider,30
OAK,102.7,31,88.5,387,28,Slider,30
NYY,102.8,34,79.6,387,29,Slider,29
SF,101.9,23,86.6,387,27,Slider,25
CIN,99.3,25,91.2,387,28,Four Seam,31
OAK,104.2,30,87,387,28,Cutter,27
MIL,102,40,94.1,387,29,Four Seam,28
DET,102.2,35,87.1,387,24,Slider,33
CIN,104.9,25,80,387,27,Curveball,28
HOU,103.9,38,94.8,387,25,Four Seam,31
SD,102.3,32,88.5,387,32,Cutter,35
SD,97.6,30,87.3,387,32,Four Seam,31
TB,108.9,40,85,387,27,Slider,29
TB,104.7,28,80.8,387,30,Slider,31
OAK,103.7,34,93,387,26,Four Seam,32
AZ,107.6,20,88.5,387,29,Sinker,33
MIA,106.8,21,94.2,387,25,Sinker,28
ATL,99.8,31,95.1,387,32,Four Seam,24
STL,99.6,30,73.8,387,41,Curveball,26
CHC,111.8,25,91.2,387,25,Four Seam,24
AZ,103.8,28,92.8,387,38,Four Seam,28
HOU,103,34,91.7,387,29,Four Seam,26
TOR,104.1,24,91.8,387,35,Sinker,23
TOR,106.5,28,79.2,387,32,Slider,28
LAA,105,26,93.4,387,27,Four Seam,27
LAA,105.5,27,83.5,387,32,Slider,27
TOR,106.2,20,82.9,387,28,Slider,27
KC,99.3,32,86.6,387,26,Slider,26
SEA,102.1,34,88.3,386,28,Cutter,26
LAA,101.9,32,85.4,386,26,Slider,25
PIT,101.5,35,92.5,386,29,Four Seam,32
LAA,98.2,29,89.2,386,27,Cutter,30
HOU,98.7,30,94,386,25,Four Seam,21
MIN,99.2,27,75.2,386,27,Slider,35
SD,98.8,34,78.6,386,38,Knuckle Curve,26
TOR,102.3,26,91,386,33,Four Seam,27
MIN,104.4,35,93.9,386,28,Four Seam,32
CLE,103.2,27,96.1,386,27,Four Seam,31
KC,109.1,21,85.7,386,26,Changeup,31
CHC,96.4,32,86.9,386,33,Four Seam,32
BOS,107.3,22,93.2,386,34,Four Seam,29
NYM,101.3,28,95.4,386,33,Sinker,27
MIN,98.3,29,93.6,386,26,Four Seam,24
LAD,103.9,21,93.8,386,28,Sinker,42
CHC,102.5,27,91.6,386,33,Sinker,34
AZ,107.5,26,89,386,34,Cutter,32
MIL,102.6,24,90.5,386,31,Sinker,25
TEX,96.9,29,82.1,386,25,Changeup,39
KC,100.2,38,72.3,386,39,Curveball,23
CLE,97.3,36,91.8,386,25,Four Seam,31
CWS,107.3,18,82.2,386,28,Slider,31
KC,101.5,31,85.9,386,26,Slider,27
KC,108.1,33,89.7,386,27,Changeup,29
PHI,102,36,96.3,386,32,Four Seam,27
TEX,105.8,29,84.3,386,28,Slider,30
DET,101.6,32,87,386,29,Changeup,32
CWS,102.9,32,89.7,386,35,Cutter,27
MIN,101.3,31,79.9,386,30,Slider,30
NYY,105.1,31,80,386,30,Curveball,25
SF,103.4,31,85.8,386,25,Slider,24
LAA,104.1,33,93.2,386,30,Sinker,27
TB,100.1,33,95.8,386,32,Four Seam,30
WSH,100.7,38,84,386,38,Changeup,28
COL,101,31,85.7,386,34,Slider,31
TEX,100.1,33,94.2,386,26,Four Seam,23
PIT,100.2,26,86.4,386,29,Cutter,29
WSH,107.4,26,81.6,386,28,Slider,31
CWS,111.6,21,85,386,34,Cutter,30
CWS,96.6,39,98.5,386,27,Four Seam,26
MIL,107.2,35,94.9,386,28,Sinker,26
TB,106,31,93.4,386,32,Cutter,24
SD,103.3,26,92.2,386,31,Cutter,31
DET,103.9,24,94.7,386,27,Four Seam,24
HOU,101.9,32,94,386,27,Four Seam,26
TB,100.5,33,80.6,386,30,Changeup,27
SF,97.5,28,83.2,386,30,Slider,24
ATL,103.7,23,97.1,386,24,Four Seam,33
TOR,105.1,22,93.1,386,24,Four Seam,28
HOU,102,26,79.6,386,29,Slider,34
PHI,103.3,34,92.6,386,29,Sinker,30
SF,104.8,37,92.9,386,29,Four Seam,26
SD,102.7,17,81.9,386,30,Slider,30
SD,102,24,93.5,386,23,Four Seam,26
STL,102.4,31,78.8,386,31,Curveball,27
BOS,104.9,36,86.9,386,28,Slider,25
WSH,100.2,30,84.5,386,27,Slider,29
CLE,106.9,25,92.5,386,27,Four Seam,22
PHI,98.6,27,94.3,386,35,Four Seam,26
STL,102.1,35,85.5,386,32,Slider,24
SD,100.2,25,90.5,386,30,Cutter,25
MIA,104.9,32,91.9,386,26,Four Seam,29
MIL,101.9,23,96.6,386,29,Four Seam,27
TB,103.7,24,95.7,386,32,Sinker,29
TEX,101.1,25,94.4,386,26,Sinker,31
TEX,99.8,26,88.6,386,30,Cutter,29
DET,107.1,41,91.4,386,24,Four Seam,37
MIA,104.7,36,91.9,386,25,Four Seam,27
BOS,99.4,29,91.2,386,31,Four Seam,33
COL,106.4,24,80.6,386,29,Curveball,30
OAK,104.3,21,84.2,386,28,Slider,32
BAL,105.2,27,95.1,385,26,Four Seam,23
PIT,102.2,29,77.9,385,25,Curveball,27
SF,106.7,22,82.1,385,30,Slider,28
STL,104,37,90.6,385,28,Sinker,28
AZ,102.6,28,93.2,385,38,Four Seam,32
HOU,107,33,90.2,385,32,Four Seam,24
WSH,98.9,31,93.6,385,25,Four Seam,29
HOU,101,31,94.7,385,39,Four Seam,28
OAK,102.8,26,93.3,385,28,Four Seam,28
SEA,98.3,28,93.8,385,32,Four Seam,31
DET,102.8,27,86,385,32,Slider,28
DET,107.2,21,84.2,385,33,Changeup,30
MIN,103.2,25,93.8,385,26,Four Seam,26
SD,98.3,27,94.4,385,32,Four Seam,25
NYM,100.1,31,80.3,385,30,Curveball,27
LAA,105.1,22,86.1,385,28,Slider,27
BOS,101.3,26,81.5,385,28,Curveball,29
CIN,102.7,30,93.5,385,27,Four Seam,29
PIT,103.8,34,95.5,385,26,Four Seam,29
OAK,102.3,27,90.7,385,33,Four Seam,22
BOS,102.2,37,95,385,29,Four Seam,32
NYM,102.3,27,92.5,385,33,Sinker,26
DET,106.6,24,95.9,385,27,Four Seam,30
LAD,101.5,30,92.3,385,26,Four Seam,32
LAA,101.6,31,93.9,385,27,Four Seam,32
AZ,104.6,26,87.5,385,33,Cutter,32
BAL,101.3,34,86.2,385,30,Changeup,29
PIT,106,34,77.9,385,27,Other,33
STL,100.5,27,79.8,385,30,Curveball,36
TB,98.8,32,76.9,385,33,Slider,34
PHI,101.2,27,90.5,385,25,Sinker,35
MIN,110.9,21,92.3,385,27,Four Seam,32
SD,99.8,26,92.6,385,32,Four Seam,28
WSH,103.6,23,79.3,385,29,Curveball,25
DET,102.7,37,92,385,26,Four Seam,26
COL,98.2,26,95.1,385,27,Sinker,27
HOU,102.2,37,85.5,385,32,Split-Finger,29
MIA,101.1,27,98.4,385,27,Four Seam,33
MIA,98.5,31,90.2,385,28,Slider,29
TEX,100.3,26,80.7,385,28,Slider,24
BOS,101.4,32,86.4,385,24,Slider,33
MIA,101.4,28,94.6,385,26,Sinker,32
COL,101.4,29,84.4,385,30,Slider,35
TOR,105.3,43,93.4,385,28,Four Seam,24
CHC,108.8,23,83.1,385,31,Slider,27
TEX,103.5,23,86.6,385,31,Slider,34
CWS,98.6,29,89.6,385,35,Cutter,25
SD,101.2,26,93.9,385,32,Four Seam,22
LAD,106.7,22,85.8,385,33,Cutter,29
SD,102.6,29,93.3,385,36,Four Seam,34
WSH,104.8,33,90.8,385,29,Cutter,29
WSH,98.9,30,87.2,385,27,Slider,26
NYM,102.9,24,95.5,385,29,Four Seam,35
MIN,99.6,34,70.4,385,27,Other,29
SD,105.3,31,89.4,385,30,Cutter,38
NYY,103.6,25,94.8,385,31,Sinker,27
SF,104.3,33,85.2,385,31,Slider,26
PIT,102.2,29,88.5,385,28,Slider,31
TEX,109.8,24,95.7,385,27,Sinker,30
TEX,99,31,79.3,385,28,Slider,28
NYY,105.1,22,92.4,385,30,Sinker,33
CHC,100.8,34,95.2,385,30,Four Seam,29
BAL,104,28,86,385,27,Slider,26
MIA,94,30,83.5,385,32,Changeup,26
CIN,104.4,22,86.3,385,27,Slider,27
SD,105.8,21,84.5,385,30,Changeup,31
SD,100.7,30,84.3,385,30,Changeup,26
ATL,99.1,33,98.7,385,24,Four Seam,25
TEX,103.1,34,91,385,25,Four Seam,36
STL,98.1,26,75.3,385,34,Curveball,29
MIA,103.2,35,96.2,385,25,Four Seam,30
MIA,99.3,28,89.1,384,26,Changeup,29
DET,98.6,32,84.4,384,24,Slider,26
LAD,100.5,28,83.2,384,28,Split-Finger,31
BOS,102.8,23,93.2,384,24,Sinker,30
BAL,103.5,34,90.8,384,27,Four Seam,33
CIN,98.8,37,87.8,384,25,Slider,29
SEA,103.4,28,82.4,384,24,Curveball,25
CWS,99.8,33,92.8,384,26,Four Seam,29
