Versus,Exit_Velocity,Launch_Angle,Pitch_Speed,Distance,Pitcher_Age,Pitch_Type,Batter_Age
CHC,105.4,35,93.6,400,31,Four Seam,26
WSH,102.5,27,95.9,400,25,Four Seam,29
LAA,102.8,38,91.3,400,24,Four Seam,29
LAA,104.1,25,93.7,400,23,Four Seam,32
PHI,106.1,26,83.6,400,25,Slider,35
PIT,108,37,92,400,33,Four Seam,30
AZ,103.3,35,89.8,400,34,Cutter,37
WSH,102.2,31,95.4,400,31,Four Seam,28
CWS,102.5,26,93.7,400,35,Four Seam,34
SD,112.6,22,89.4,400,30,Slider,31
CLE,100,29,84.6,400,27,Slider,29
BOS,105.2,37,91.7,400,26,Four Seam,30
CWS,101,22,65.3,400,35,Other,31
SEA,108.2,33,85.4,400,30,Cutter,30
MIL,100.6,41,80,400,32,Slider,32
MIN,102.8,24,84.5,400,26,Slider,27
TB,103.8,31,94.4,400,32,Four Seam,29
BOS,102.6,31,95.1,400,30,Four Seam,38
TOR,108.9,27,94.5,400,31,Four Seam,29
PHI,108,22,85.1,400,27,Changeup,31
CLE,105.2,28,79.9,400,25,Curveball,24
CHC,104.7,32,92.2,400,23,Four Seam,26
KC,101.5,28,91.7,400,23,Four Seam,31
CWS,101.6,31,90.6,400,27,Four Seam,32
TEX,105.9,27,91.4,400,26,Changeup,33
OAK,107.1,39,79.9,399,28,Slider,28
STL,102.3,29,95.7,399,31,Sinker,27
TB,104.3,29,80.8,399,36,Curveball,34
WSH,102,27,94.9,399,33,Sinker,25
TEX,104.3,29,78.1,399,31,Curveball,27
TB,106.4,19,87,399,25,Changeup,28
LAA,106.5,27,87.6,399,27,Cutter,27
NYM,104.3,29,85.7,399,35,Slider,26
KC,107.6,21,88.5,399,39,Four Seam,31
KC,104.6,33,85.2,399,26,Slider,26
LAA,99.5,26,81.8,399,26,Curveball,28
ATL,106.4,29,93.1,399,39,Four Seam,28
LAA,102.7,28,94.6,399,30,Four Seam,28
BAL,105.9,31,86,399,30,Cutter,25
MIN,103.6,23,93,399,34,Four Seam,28
WSH,101.5,34,85,399,36,Slider,30
CHC,98.8,31,82.2,399,29,Slider,30
TEX,105,33,94.3,399,26,Four Seam,28
TOR,107,23,95.3,399,24,Four Seam,26
MIL,103.7,32,94.4,399,28,Cutter,27
WSH,109.4,24,88.8,399,38,Four Seam,23
TOR,105.3,25,88.7,399,30,Slider,26
OAK,106.9,31,80.4,399,31,Slider,27
WSH,103.4,38,90.8,399,27,Four Seam,29
BAL,102.5,25,91.1,399,27,Slider,22
DET,108.1,20,91.4,399,24,Four Seam,24
BOS,100.9,26,95,399,26,Sinker,31
PHI,104.7,21,96.6,399,32,Four Seam,33
LAD,107.8,20,82.8,399,28,Slider,32
CHC,101.1,29,91.6,399,29,Four Seam,37
MIN,104.3,35,88.8,399,27,Four Seam,30
MIA,101.1,31,87.2,399,26,Changeup,28
BOS,106.4,20,85.4,399,32,Slider,31
SEA,106,26,95,399,31,Four Seam,30
TOR,102.3,34,95.8,399,31,Four Seam,28
CWS,105,26,84.1,399,35,Slider,30
AZ,102.5,27,93.7,399,27,Four Seam,25
MIL,105.8,28,93.6,399,29,Sinker,35
OAK,103.4,23,94.7,399,28,Four Seam,25
TEX,104.6,24,83.1,399,31,Slider,22
BOS,105.5,25,80.5,399,31,Curveball,24
SD,98.4,31,94.4,399,23,Four Seam,32
MIN,101.2,32,97,399,28,Four Seam,29
OAK,107.9,20,90.2,399,28,Cutter,35
HOU,100.6,28,94.4,399,26,Four Seam,24
SEA,103.6,27,88.5,399,28,Four Seam,36
HOU,103.9,31,95.1,399,34,Four Seam,29
MIN,107,38,87.6,399,24,Curveball,28
WSH,106.3,29,83.2,399,25,Curveball,29
COL,107.6,20,82.3,399,29,Slider,25
MIN,108.3,20,92.2,399,33,Sinker,30
BOS,107.2,29,89,399,42,Four Seam,21
SF,102.4,34,85.5,399,26,Changeup,32
OAK,105,29,97.1,399,29,Sinker,33
NYY,102,28,77.1,399,28,Slider,25
CHC,100.2,31,88,399,33,Four Seam,36
LAA,101.3,27,83,399,26,Slider,23
MIL,109.9,19,95.5,399,28,Sinker,28
ATL,104.3,22,87.8,399,23,Changeup,30
CWS,106.2,26,82.9,399,25,Slider,30
COL,99.7,31,80.6,399,29,Changeup,28
CHC,101.5,32,88.2,399,27,Cutter,29
MIL,101.3,28,95.5,399,24,Sinker,33
TOR,102.3,23,85,399,31,Slider,30
LAD,101.4,29,84.6,399,31,Changeup,26
MIA,92.1,33,80.5,399,31,Slider,29
STL,103,23,84.4,399,24,Slider,32
DET,108,31,88,399,26,Slider,26
PIT,102.5,26,94.8,399,26,Sinker,30
SF,102.9,32,46.7,399,28,Eephus,25
COL,107.8,22,97.6,399,30,Four Seam,26
KC,109.5,25,84.4,399,25,Slider,29
SF,108,23,94.1,399,30,Four Seam,30
CHC,103.2,25,82.9,399,26,Slider,24
BAL,103.7,26,87.7,399,29,Slider,29
LAD,105.3,37,95.1,399,26,Four Seam,25
CIN,101.6,33,93,399,30,Four Seam,25
ATL,104.4,24,82.2,399,39,Curveball,31
MIL,103.2,27,96.4,399,29,Four Seam,30
SD,100.7,25,93.2,399,30,Sinker,28
NYM,104.3,32,86.5,399,27,Cutter,32
WSH,104.4,29,88.7,399,29,Slider,30
COL,103.4,25,83.3,399,29,Slider,24
SD,105.3,34,89.5,398,36,Cutter,31
AZ,103.9,34,92.3,398,34,Four Seam,37
ATL,103.4,22,80.4,398,39,Curveball,33
CHC,105.5,24,84.1,398,27,Slider,34
NYY,102.3,24,99.3,398,28,Sinker,29
DET,101.1,27,76.5,398,28,Slider,28
NYM,99.5,26,83.2,398,32,Slider,27
PIT,102.4,31,92.6,398,29,Four Seam,28
STL,99.4,24,87.7,398,34,Slider,26
KC,107.6,26,92.6,398,30,Four Seam,30
WSH,104.1,29,90.3,398,27,Four Seam,29
NYY,102.7,28,86.7,398,29,Split-Finger,28
MIL,97.6,33,77.5,398,27,Curveball,26
AZ,101.3,25,91.9,398,34,Cutter,24
TB,102.7,33,43.9,398,28,Other,28
WSH,99.7,30,83,398,27,Knuckle Curve,29
BOS,114.4,23,90.8,398,28,Sinker,24
MIL,105.1,29,80.4,398,32,Slider,37
BAL,102.3,32,86.5,398,26,Slider,28
SD,103.4,35,94.2,398,26,Four Seam,27
MIA,105,32,92,398,26,Sinker,38
KC,99.2,29,88.2,398,27,Slider,30
TOR,112.2,32,86.8,398,31,Slider,23
BOS,105.8,26,86.3,398,32,Slider,33
PHI,100.5,31,84.4,398,29,Changeup,29
LAD,98.3,30,92.7,398,26,Four Seam,32
CIN,108.6,39,96.2,398,24,Cutter,35
SEA,103.4,29,82.3,398,32,Slider,27
MIN,103,23,83.3,398,29,Knuckle Curve,24
LAD,113.7,18,93,398,28,Four Seam,26
AZ,103,30,90.6,398,29,Sinker,27
PHI,107.8,20,92,398,35,Sinker,27
TEX,104.9,23,93.9,398,26,Four Seam,42
AZ,103.3,25,78.8,398,29,Changeup,40
CLE,109.2,22,86.6,398,27,Changeup,28
CLE,107.9,20,90.8,398,35,Cutter,30
COL,106,33,82.1,398,29,Changeup,26
OAK,104.4,34,98,398,31,Sinker,29
PIT,102.6,30,88.3,398,24,Slider,42
WSH,105.1,29,94,398,25,Four Seam,27
AZ,107,22,91.4,398,34,Cutter,25
CHC,102.3,22,82.4,398,29,Slider,30
CIN,103.8,26,98.9,398,23,Four Seam,29
BOS,102.5,22,88.1,398,29,Changeup,24
WSH,107.6,27,86.6,398,27,Slider,28
BAL,111.3,15,93.9,398,26,Four Seam,23
KC,101.1,28,89.7,398,29,Slider,28
MIL,101,28,83,398,24,Slider,32
TB,102.9,22,94,398,28,Four Seam,27
MIN,100.3,30,73.8,398,35,Curveball,28
SD,104.1,36,96,398,30,Four Seam,28
TB,100.7,27,80.3,398,30,Slider,25
ATL,100.8,32,91.8,398,28,Four Seam,30
PHI,103,27,94.7,398,27,Four Seam,28
CLE,102.2,26,77.4,398,26,Changeup,29
CWS,103.3,23,87.7,398,27,Slider,25
CLE,104.4,31,90.9,398,27,Sinker,28
SF,101.9,31,93.8,398,27,Four Seam,28
NYM,100.8,35,92,398,30,Four Seam,32
STL,100.3,28,94.4,398,25,Four Seam,25
BOS,101.3,35,80,398,26,Curveball,27
AZ,103,34,79.5,398,29,Changeup,26
PIT,106.7,38,91.2,398,29,Four Seam,26
CWS,101.7,30,81.2,398,27,Knuckle Curve,30
CHC,105.5,24,83.2,398,36,Changeup,26
WSH,100.1,31,77.3,398,30,Curveball,28
OAK,102.6,30,89,398,28,Cutter,29
CIN,106.6,28,91.8,398,27,Changeup,24
LAA,100.2,30,84.8,398,35,Slider,30
CLE,103.7,26,94.6,398,27,Four Seam,24
CWS,103.9,27,83.2,398,25,Slider,26
DET,104.9,34,93.2,398,24,Four Seam,28
LAA,103.8,35,85,398,31,Slider,33
CWS,102.4,33,91.1,398,35,Four Seam,25
WSH,108,27,84,398,26,Cutter,33
NYY,104.8,23,86,398,31,Slider,31
TEX,105,27,86.5,398,28,Changeup,32
KC,100.2,31,81.4,398,29,Curveball,26
LAA,105.3,24,93.5,397,31,Four Seam,33
SF,106.6,37,83.7,397,30,Slider,31
MIN,110.1,21,91.5,397,30,Sinker,24
OAK,106.2,38,95.6,397,24,Four Seam,28
COL,103.7,27,89.1,397,27,Slider,30
HOU,100.4,31,87,397,25,Changeup,35
TEX,106.3,35,91.5,397,36,Cutter,31
CWS,106.9,27,93.1,397,35,Sinker,29
CWS,106.3,34,90.8,397,36,Sinker,27
PHI,103.9,33,91.1,397,33,Split-Finger,38
CHC,103.7,29,92.5,397,31,Sinker,31
PHI,104.8,29,87.1,397,29,Cutter,30
SF,100,32,94.5,397,31,Sinker,32
CLE,107.1,36,89.6,397,27,Cutter,27
STL,103.1,36,91.5,397,26,Four Seam,25
BAL,104.8,36,88.9,397,27,Four Seam,30
SF,103.1,32,82.4,397,26,Slider,35
MIA,103.4,32,94.2,397,32,Four Seam,35
WSH,101.3,27,94.1,397,33,Sinker,31
BAL,105.2,28,95.1,397,27,Four Seam,27
WSH,100.1,31,88.1,397,32,Cutter,34
ATL,105.4,34,93.8,397,27,Four Seam,29
CIN,98.1,29,96.5,397,30,Sinker,26
LAD,102.5,27,94.5,397,33,Four Seam,27
CWS,108.7,18,92.6,397,28,Four Seam,28
CIN,101.4,22,83.2,397,25,Slider,31
SEA,109.1,32,96,397,25,Four Seam,31
CHC,104.8,34,82.8,397,27,Slider,28
TB,102.7,31,97,397,25,Four Seam,24
STL,104.4,26,94.6,397,24,Four Seam,30
KC,101.5,26,90.4,397,39,Four Seam,31
CHC,109.6,36,94.2,397,25,Cutter,34
LAD,101.3,28,83.2,397,28,Slider,22
LAD,106.7,21,87.3,397,31,Slider,31
TB,109.3,25,88.7,397,25,Slider,30
OAK,102.9,32,78.6,397,28,Curveball,31
CHC,105.9,25,92.1,397,29,Four Seam,32
OAK,100.8,29,90,397,29,Sinker,28
SEA,100.8,29,79.6,397,30,Changeup,25
OAK,101.3,27,95.2,397,27,Four Seam,26
SEA,101.7,34,86.8,397,30,Cutter,25
WSH,103.9,27,80.9,397,33,Slider,29
SEA,110,20,95.4,397,24,Four Seam,28
WSH,102,29,97.5,397,30,Four Seam,26
CLE,102,24,82.6,397,27,Curveball,28
WSH,98.5,25,87.1,397,35,Four Seam,29
CIN,108.5,20,97.8,397,26,Sinker,31
OAK,101,33,92,397,26,Four Seam,28
PIT,102.8,29,90.8,397,33,Four Seam,28
TB,102.8,32,84.6,397,27,Slider,32
SEA,100.9,22,76,397,39,Slider,30
HOU,102.6,31,77.9,397,27,Slider,27
MIA,103.9,35,97,397,27,Four Seam,25
MIL,101.7,37,79.5,397,26,Slider,30
MIA,103.2,32,81.3,397,25,Curveball,30
STL,101.9,32,78.3,397,34,Curveball,39
SF,103.7,26,98.3,397,30,Four Seam,30
SEA,100.6,25,79,397,31,Knuckle Curve,31
OAK,103.2,31,90.3,397,33,Four Seam,25
AZ,98.6,30,96,397,29,Four Seam,30
CWS,115.9,17,96.3,397,27,Four Seam,33
LAA,100.6,33,92.5,397,24,Four Seam,26
MIN,103.7,33,86.3,397,29,Slider,31
HOU,103.7,26,94.1,397,33,Four Seam,30
TEX,108.3,25,91.9,397,28,Sinker,28
LAD,102.1,26,84,397,36,Slider,31
CLE,103.6,24,93.6,397,27,Sinker,26
AZ,101.2,37,90.8,397,24,Sinker,29
LAA,109.3,36,85.6,397,35,Cutter,30
BAL,108,21,84.8,397,27,Changeup,22
MIL,101.1,30,94,397,34,Four Seam,30
ATL,98.9,26,93.4,397,35,Sinker,31
NYY,100.9,27,87.5,397,31,Slider,29
CLE,112,34,91,397,26,Four Seam,30
STL,101,38,93.4,397,34,Four Seam,32
MIN,102.2,29,86.7,397,34,Changeup,27
PHI,100.2,27,89.2,397,32,Slider,23
MIA,102.5,26,83.7,397,27,Slider,32
CIN,101.4,27,94.4,397,30,Four Seam,29
MIN,115.4,17,85.7,397,32,Knuckle Curve,23
PHI,101.9,29,90,397,35,Cutter,26
MIL,101.6,24,87.3,397,33,Four Seam,27
ATL,101.5,30,92.6,397,35,Four Seam,29
ATL,100.3,26,90.1,397,39,Cutter,27
MIA,107,37,86.8,397,28,Cutter,31
TOR,106.3,29,95.3,396,31,Four Seam,25
SF,102.5,28,85.5,396,26,Slider,33
WSH,103,26,90,396,36,Four Seam,29
NYY,103.7,27,99.5,396,32,Four Seam,26
PHI,104,32,93.7,396,32,Four Seam,27
LAD,101.5,29,81.6,396,33,Curveball,29
WSH,104.7,28,79.2,396,33,Changeup,27
NYY,102.7,36,90.2,396,32,Changeup,25
CIN,105.3,25,94.3,396,28,Four Seam,30
SEA,102.9,28,83.8,396,29,Slider,28
CIN,104.8,31,94.8,396,29,Four Seam,27
CLE,103.6,34,85.4,396,27,Changeup,35
TB,99.9,34,86.2,396,23,Slider,30
KC,100.8,33,94.6,396,26,Sinker,26
AZ,101.7,27,97.3,396,29,Four Seam,28
COL,102.5,32,82.9,396,26,Slider,25
WSH,106.3,23,91.5,396,29,Sinker,34
STL,103.1,32,88.9,396,41,Four Seam,25
STL,105.3,36,92.9,396,34,Four Seam,27
MIL,101.4,35,86.2,396,33,Four Seam,27
CHC,101.7,34,84.5,396,30,Slider,30
CHC,104.3,22,83,396,27,Slider,42
MIA,106.4,22,81.7,396,25,Slider,32
BOS,105.7,31,93.7,396,29,Four Seam,23
SEA,102.9,34,86.6,396,30,Slider,32
ATL,101.4,25,86.1,396,40,Sinker,33
SEA,102.5,23,85.4,396,29,Slider,28
LAA,102.7,26,84.5,396,31,Slider,31
ATL,105.6,29,83.1,396,24,Slider,30
MIL,102.9,34,84.2,396,28,Slider,24
MIL,108.7,24,89.6,396,29,Changeup,22
KC,105.2,22,90.1,396,25,Four Seam,27
TEX,103,35,87.3,396,28,Cutter,25
STL,109.9,38,92.4,396,27,Four Seam,23
NYM,99.4,31,81.2,396,30,Slider,27
SD,100,27,92.6,396,32,Four Seam,32
COL,106,24,98.3,396,30,Four Seam,26
TEX,106.2,26,95.9,396,29,Four Seam,29
PIT,104.6,30,94.6,396,29,Sinker,27
CIN,105.5,24,79.8,396,26,Slider,37
MIA,100.8,32,87.3,396,26,Changeup,34
AZ,102.2,29,91,396,33,Four Seam,30
PIT,105.2,32,84.1,396,25,Slider,27
MIN,103.9,33,77.1,396,38,Slider,33
CIN,104.8,31,88.7,396,30,Slider,32
WSH,107,26,91.4,396,29,Sinker,33
LAA,104.4,29,92.6,396,29,Sinker,22
LAD,101.6,31,95.5,396,29,Four Seam,32
NYY,107.8,20,93.4,396,31,Four Seam,29
PIT,104.2,24,83.8,396,25,Slider,22
MIA,99.8,32,81.9,396,32,Slider,24
TB,100.6,31,79.7,396,30,Slider,23
WSH,112,21,87.5,396,35,Four Seam,25
CIN,102.9,31,84.1,396,35,Changeup,29
BAL,100.2,27,91.3,396,32,Sinker,25
STL,107,20,71.9,396,41,Curveball,27
SD,106.1,31,94.7,396,32,Four Seam,24
CHC,103.9,33,94.2,396,24,Four Seam,33
CHC,105.1,28,92,396,31,Four Seam,27
AZ,102.1,33,91.1,396,29,Sinker,29
MIN,102.3,31,91.4,396,28,Four Seam,35
COL,106.2,38,94.5,396,26,Four Seam,29
PHI,99.5,29,92.6,396,27,Sinker,25
CHC,107.5,24,88.6,396,33,Four Seam,39
MIA,104.2,25,85.8,396,32,Changeup,30
NYY,101,31,89.6,396,31,Cutter,28
BOS,105.5,29,95.5,396,34,Four Seam,28
WSH,107.1,23,93.8,396,25,Four Seam,27
COL,106,26,95.5,396,26,Four Seam,31
AZ,105.2,34,88.7,396,29,Sinker,29
SEA,100.2,32,86,396,24,Cutter,32
PHI,99.5,25,89.2,396,32,Slider,25
PIT,107.3,29,85,396,29,Slider,29
BOS,108.6,28,93.3,396,35,Four Seam,30
BAL,103.2,32,83.1,396,27,Changeup,27
KC,106.2,23,91.7,395,25,Four Seam,25
STL,105.7,19,90.3,395,28,Slider,34
PHI,108.3,41,85.5,395,29,Other,25
OAK,95.4,28,94.2,395,28,Four Seam,28
LAD,104.7,24,79.3,395,31,Slider,24
AZ,105.6,30,90,395,31,Four Seam,30
CIN,100,31,79.3,395,27,Slider,30
SF,107.9,33,95.5,395,35,Sinker,24
TEX,105.9,22,89,395,28,Sinker,25
SF,105.8,30,83.3,395,26,Slider,33
PHI,101.6,37,91.9,395,29,Four Seam,33
OAK,100.9,28,92.6,395,24,Four Seam,21
SD,102.8,32,93.4,395,30,Four Seam,34
NYY,104.6,28,89.6,395,29,Cutter,30
STL,107,35,77.8,395,24,Curveball,24
TEX,102.8,24,82.3,395,26,Slider,30
PIT,102,30,95.1,395,28,Sinker,26
TEX,107.7,22,79.3,395,28,Slider,24
SEA,100.2,29,92.4,395,32,Four Seam,21
CLE,105.1,23,92.4,395,35,Cutter,23
CHC,102.1,37,78.3,395,31,Changeup,28
LAA,100.7,30,83.1,395,32,Slider,27
BAL,102.7,29,97.7,395,27,Four Seam,37
CWS,99.5,34,85.9,395,27,Slider,31
TEX,101.6,27,92.2,395,34,Four Seam,26
NYY,100.1,28,82.4,395,28,Changeup,33
CLE,104.9,20,92.9,395,27,Sinker,25
PHI,108.6,20,86,395,31,Slider,28
KC,106.8,35,98,395,29,Sinker,30
NYY,103.4,22,84.9,395,27,Changeup,38
ATL,102.3,36,74.9,395,35,Curveball,30
CIN,102.6,23,97.6,395,26,Four Seam,26
MIL,100.7,25,83.2,395,24,Slider,25
LAD,104.6,30,94.6,395,31,Four Seam,30
SEA,102.3,30,75.4,395,26,Other,32
BAL,98,31,91.3,395,32,Four Seam,27
CWS,108.8,20,94.3,395,28,Four Seam,24
MIL,101.3,26,95.6,395,31,Sinker,27
BAL,101,24,86.8,395,28,Changeup,26
SEA,104.1,28,79.4,395,28,Slider,24
LAA,111.7,22,85,395,28,Slider,28
MIN,103.7,42,87.8,395,30,Four Seam,31
CWS,103.6,22,88.5,395,34,Sinker,31
BAL,108.7,21,94.4,395,27,Four Seam,27
KC,103.8,33,92.7,395,25,Four Seam,28
MIN,101.8,30,79.3,395,26,Slider,28
SD,101.2,26,99.5,395,35,Sinker,27
NYM,102.8,24,89.5,395,30,Split-Finger,26
HOU,100.3,33,93.9,395,26,Four Seam,32
BOS,103,29,89.1,395,31,Changeup,31
STL,98.7,35,90.2,395,34,Slider,32
TEX,100.2,38,94,395,26,Four Seam,32
CLE,104.5,31,86.3,395,27,Changeup,24
WSH,103.9,33,85.5,395,25,Slider,29
TEX,106.4,27,81,395,26,Knuckle Curve,25
LAD,102.7,30,85.8,395,33,Cutter,31
BAL,102.3,31,83.3,395,30,Slider,32
LAA,104.1,26,80.8,395,27,Slider,30
MIN,99.2,28,91.9,395,34,Four Seam,29
BOS,99.9,32,95.8,395,32,Four Seam,28
OAK,104.5,31,93.8,395,28,Four Seam,28
WSH,105.5,25,89.7,395,25,Four Seam,26
WSH,102.7,27,99.2,395,28,Four Seam,25
OAK,99.5,27,93.3,395,29,Sinker,32
BOS,100.6,30,95.1,395,32,Four Seam,25
CIN,103.4,40,86.2,395,27,Slider,28
MIN,101.5,31,93.8,395,26,Four Seam,26
PIT,101.8,31,90.5,395,33,Four Seam,31
COL,96.7,27,85.4,395,29,Slider,33
CLE,104.8,24,95,395,24,Four Seam,24
NYY,105,25,93.9,395,28,Four Seam,28
MIL,105.3,29,97.7,395,36,Four Seam,32
HOU,107.8,25,95.1,394,29,Four Seam,31
CIN,104.3,34,83.8,394,27,Slider,23
AZ,102.7,25,91.2,394,25,Four Seam,32
CHC,103.4,27,88.5,394,29,Cutter,30
TB,100.1,36,89.4,394,25,Slider,26
HOU,99.8,29,95.6,394,26,Four Seam,32
LAA,103.1,32,81.2,394,30,Slider,26
OAK,101.3,34,78.3,394,29,Slider,36
CLE,107.2,34,92.5,394,26,Four Seam,27
COL,96.9,31,82.6,394,29,Changeup,33
OAK,106,26,94.4,394,24,Four Seam,23
CIN,103,32,78.3,394,27,Slider,31
LAA,101.7,29,93.4,394,23,Four Seam,30
NYM,105.8,34,100.6,394,28,Four Seam,24
MIL,102.4,31,94.4,394,31,Four Seam,28
CIN,102.5,26,85.6,394,25,Slider,27
PHI,102.4,27,76,394,25,Curveball,24
LAA,104.9,29,91.1,394,23,Four Seam,32
TOR,103.7,26,87.9,394,29,Slider,26
SF,99.7,31,89.4,394,35,Split-Finger,38
CLE,102.9,27,86.2,394,27,Changeup,29
WSH,102.7,28,94.4,394,24,Four Seam,33
BOS,108.8,25,93.6,394,29,Four Seam,26
TEX,107.7,21,93.2,394,31,Sinker,33
SD,106.7,28,93.1,394,30,Sinker,29
CHC,101.9,28,92.3,394,24,Four Seam,27
CIN,101.3,29,94,394,29,Four Seam,37
TOR,104.6,26,92.8,394,31,Four Seam,26
WSH,101.7,31,91.9,394,30,Sinker,28
NYY,108.5,42,91,394,28,Four Seam,27
PHI,101.1,36,92.9,394,28,Sinker,30
TB,98.1,26,85.8,394,27,Slider,29
CIN,102.8,34,84,394,30,Slider,27
MIA,105.5,25,93.5,394,27,Sinker,25
LAD,105.9,40,78,394,26,Curveball,28
SEA,101.2,28,94.4,394,24,Four Seam,38
CHC,97.5,29,87.5,394,29,Cutter,32
AZ,100.6,31,91,394,31,Four Seam,33
TEX,99.1,25,79.9,394,28,Slider,32
AZ,106.2,32,87.8,394,33,Cutter,30
CLE,104.1,32,94.5,394,27,Sinker,31
PIT,103.5,31,96.3,394,26,Four Seam,27
WSH,104.2,25,92.3,394,33,Sinker,30
NYM,106.1,26,93.2,394,35,Four Seam,27
HOU,102.5,30,81.3,394,27,Curveball,28
STL,99.3,37,78.4,394,24,Curveball,27
LAD,109,19,99.9,394,24,Sinker,28
SD,94.7,32,79,394,28,Slider,31
TB,101.9,26,47.3,394,31,Eephus,33
MIA,106.6,31,97,394,28,Four Seam,25
BOS,97.9,34,75.9,394,29,Knuckle Curve,30
WSH,105,25,93.8,394,29,Sinker,32
MIN,106.5,24,83.5,394,26,Slider,35
AZ,101.3,25,93.5,394,31,Four Seam,26
DET,100.5,31,92.6,394,27,Four Seam,27
MIN,104.9,25,91.1,394,35,Four Seam,24
CIN,103.1,31,84.8,394,32,Slider,27
TOR,117.4,22,94.5,394,30,Sinker,30
HOU,106.3,31,92.3,394,29,Sinker,29
SD,101.5,27,59.6,394,32,Other,31
WSH,100.3,29,87.8,394,32,Cutter,27
HOU,105.7,36,81.2,394,25,Slider,28
TEX,114.6,23,92.5,394,26,Sinker,25
DET,99.7,31,94.7,394,24,Four Seam,28
CLE,101.1,24,51,394,26,Knuckleball,30
TB,99,31,80.2,394,31,Slider,24
PIT,100.8,29,78.4,394,25,Curveball,32
CHC,104,28,96.4,394,36,Four Seam,32
AZ,101.3,21,94.3,394,24,Four Seam,30
CHC,99.6,31,88.2,394,31,Cutter,26
STL,102,25,95.1,394,31,Sinker,31
OAK,102.7,38,86.5,394,29,Cutter,32
ATL,100.7,28,85.8,394,27,Curveball,30
BOS,104.4,27,92.1,394,29,Four Seam,28
MIL,98.9,27,79.4,394,29,Slider,27
SF,102.3,38,97.8,394,30,Four Seam,31
CWS,103.1,31,82.5,394,26,Slider,23
SEA,104.8,25,89.3,393,32,Cutter,26
CHC,99.3,27,92.8,393,27,Four Seam,27
TOR,98.6,23,81.5,393,28,Changeup,30
SEA,106,27,88,393,30,Four Seam,30
NYM,102.8,27,88.7,393,33,Slider,29
MIN,103.1,32,91.4,393,26,Four Seam,27
MIA,104.8,23,92.6,393,28,Sinker,29
STL,104.9,30,91.7,393,27,Four Seam,29
CHC,99.6,29,92.2,393,27,Four Seam,27
PIT,102.6,23,95.3,393,33,Four Seam,28
COL,100.2,42,74.2,393,29,Knuckle Curve,31
OAK,101.8,33,94.1,393,28,Four Seam,29
WSH,99.6,26,84.3,393,36,Slider,27
LAA,100.8,31,87.6,393,26,Slider,28
TEX,104.7,30,95.6,393,27,Four Seam,31
WSH,101.6,33,88.1,393,29,Slider,24
MIL,107,20,80.1,393,29,Changeup,25
TB,102.6,28,83.7,393,26,Changeup,31
CWS,109.3,25,96.6,393,28,Four Seam,29
DET,107.9,30,87.4,393,27,Slider,24
MIA,105,40,80.1,393,27,Slider,30
OAK,98.8,26,87.4,393,28,Changeup,25
LAA,102.7,27,84.3,393,23,Changeup,27
SF,102.6,36,94.6,393,35,Sinker,26
COL,103.2,29,82.8,393,28,Slider,35
BAL,103.8,35,76.6,393,30,Slider,30
MIN,105.7,26,94.4,393,31,Four Seam,24
CHC,104,22,86.5,393,33,Four Seam,35
MIL,105.1,35,88.5,393,34,Slider,27
CIN,105.9,28,92.2,393,27,Four Seam,31
KC,96.8,36,72,393,39,Curveball,24
COL,102.1,28,76.3,393,29,Knuckle Curve,33
AZ,101.5,40,94.6,393,28,Sinker,36
CLE,108,22,90,393,27,Four Seam,30
SF,103.8,29,92.8,393,31,Sinker,33
MIA,102.6,31,85,393,26,Changeup,24
BOS,114,16,92.2,393,29,Four Seam,33
NYY,109,21,88.9,393,30,Cutter,24
STL,97.6,27,95,393,31,Sinker,33
LAD,101.7,24,81.4,393,28,Curveball,22
DET,105.3,23,83.4,393,29,Changeup,29
NYM,103.6,36,81.6,393,27,Slider,33
CIN,101.4,40,88.9,393,35,Four Seam,40
OAK,104.5,24,93,393,28,Four Seam,26
ATL,108.8,29,93.6,393,27,Four Seam,29
LAD,97.8,30,88.2,393,25,Cutter,25
CWS,101,26,95.1,393,29,Sinker,31
BOS,103.2,35,80.4,393,31,Curveball,28
TB,103.4,36,83.7,393,27,Slider,26
CWS,103.2,34,83,393,36,Changeup,28
PHI,106.4,24,89.9,393,27,Cutter,36
LAD,103.5,32,84.8,393,28,Split-Finger,23
SD,102.7,32,93.8,393,32,Four Seam,34
NYY,102.9,30,95.3,393,28,Four Seam,25
SF,112.2,19,91,393,26,Sinker,29
SD,105.7,38,94.1,393,32,Four Seam,31
CHC,102.1,23,78.7,393,25,Slider,30
ATL,109,22,81,393,39,Curveball,27
KC,103.5,31,87.8,393,29,Cutter,24
LAA,100.3,29,93,393,30,Four Seam,27
NYM,104.6,29,94.9,393,38,Four Seam,30
TOR,111.1,21,96.1,393,31,Four Seam,22
CLE,102.3,37,86,393,25,Slider,28
DET,102.3,30,97,393,27,Four Seam,31
AZ,102.7,31,90.4,393,33,Four Seam,26
CLE,105.5,32,79.5,393,25,Slider,24
BAL,101.2,34,99.2,393,27,Four Seam,30
NYY,103.4,28,90.8,392,31,Cutter,35
BAL,104,35,85.5,392,27,Slider,33
LAA,105.7,25,92.7,392,26,Four Seam,27
NYM,101.4,30,93,392,32,Four Seam,24
BAL,105.9,27,93.4,392,32,Four Seam,29
SF,101,27,96.1,392,31,Four Seam,32
NYY,97.7,31,96.1,392,31,Four Seam,30
