Player,Opp_Team,Exit_Velocity,Angle,Pitch_Speed,Distance,Pitch_Type
"Grichuk, Randal",HOU,109.6,27,89.3,459,4
"Swanson, Dansby",WSH,105.3,25,89.3,417,4
"Wendle, Joey",WSH,104.4,24,89.3,389,Slider
"Tatis Jr., Fernando",LAD,105.2,28,89.3,414,Cutter
"Perez, Salvador",TOR,103.4,42,89.3,370,4
"Profar, Jurickson",WSH,107.6,30,89.3,431,Cutter
"Gordon, Nick",KC,104.8,26,89.3,423,Cutter
"Ohtani, Shohei",COL,113.1,22,89.3,388,4
"Bichette, Bo",TB,106.2,23,89.3,377,Changeup
"Perez, Salvador",CLE,105.8,30,89.3,418,Slider
"Adames, Willy",NYM,102.7,23,89.3,401,Cutter
"Moran, Colin",CHC,102.1,24,89.3,367,Cutter
"Martinez, J.D.",TB,97,27,89.3,326,Sinker
"Duvall, Adam",COL,102.3,28,89.3,398,Slider
"Anderson, Tim",TB,105.9,23,89.3,416,Slider
"Vogt, Stephen",WSH,97.8,36,89.3,395,Cutter
"HernÃ¡ndez, Teoscar",WSH,108.8,36,89.3,409,Cutter
"Swanson, Dansby",CHC,104.4,29,89.3,410,Sinker
"Maldonado, MartÃ­n",OAK,102.9,27,89.2,388,4
"Arenado, Nolan",CHC,103.5,29,89.2,408,Cutter
"Lindor, Francisco",NYY,107.3,22,89.2,436,Changeup
"Olson, Matt",MIN,107.8,33,89.2,421,4
"SuÃ¡rez, Eugenio",MIN,103.9,28,89.2,389,4
"LaMarre, Ryan",BOS,99.4,24,89.2,350,Slider
"Perez, Salvador",CWS,105.6,24,89.2,428,Slider
"Farmer, Kyle",PHI,98.2,34,89.2,386,Changeup
"Meadows, Austin",NYY,100.1,22,89.2,337,Changeup
"Albies, Ozzie",CHC,104.4,41,89.2,387,4
"Harper, Bryce",COL,98.3,33,89.2,360,Slider
"Mullins, Cedric",TEX,104.2,32,89.2,397,Cutter
"Alberto, Hanser",BAL,106.2,26,89.2,426,4
"Story, Trevor",STL,105.5,32,89.2,461,Changeup
"Mullins, Cedric",SEA,99.5,26,89.2,391,Cutter
"Abreu, JosÃ©",MIN,107.9,41,89.2,384,Changeup
"Cruz, Nelson",CWS,106.7,29,89.2,423,4
"Machado, Manny",OAK,101.5,25,89.2,367,4
"Franco, Wander",TOR,99.5,26,89.2,383,Slider
"Stanton, Giancarlo",MIN,105.9,18,89.2,345,Sinker
"Garver, Mitch",HOU,106.1,41,89.2,393,Sinker
"McKinney, Billy",BAL,102.3,28,89.2,374,Cutter
"France, Ty",TOR,107.6,22,89.2,422,4
"DÃ­az, Yandy",MIN,104.9,26,89.1,395,4
"Casali, Curt",ARI,102.3,29,89.1,408,4
"Pollock, AJ",MIL,102.5,33,89.1,417,Sinker
"India, Jonathan",STL,102.6,39,89.1,375,4
"Grossman, Robbie",CHC,108.2,27,89.1,442,Sinker
"Torrens, Luis",TB,107.1,26,89.1,414,4
"Benintendi, Andrew",MIN,99.1,32,89.1,379,Changeup
"Martinez, J.D.",TOR,104.4,26,89.1,402,Slider
"Frazier, Clint",TB,106.5,22,89.1,379,Slider
"Turner, Justin",ARI,95.5,39,89.1,354,4
"McMahon, Ryan",WSH,98.8,31,89.1,394,4
"Daza, Yonathan",MIL,98.4,35,89.1,412,Cutter
"Mullins, Cedric",BOS,101.5,35,89.1,384,Changeup
"Gordon, Nick",CHC,101.3,27,89.1,378,4
"SanÃ³, Miguel",CLE,113.7,20,89.1,420,Slider
"Happ, Ian",WSH,99.4,25,89.1,365,Changeup
"Albies, Ozzie",NYM,102.6,42,89.1,381,4
"Castro, Rodolfo",NYM,102.7,34,89.1,403,Sinker
"Perez, Salvador",OAK,103.5,25,89.1,356,4
"Taylor, Chris",SD,100.5,29,89.1,390,Sinker
"Turner, Trea",TOR,101.7,33,89.1,413,Cutter
"Lindor, Francisco",MIA,109.6,24,89.1,399,4
"Wong, Kolten",ARI,96.2,35,89.1,385,Cutter
"Yastrzemski, Mike",LAA,106.4,35,89,414,Cutter
"Mullins, Cedric",NYY,96,31,89,363,Changeup
"Pillar, Kevin",WSH,106.2,23,89,401,4
"Chapman, Matt",TB,103.9,22,89,382,Changeup
"Jeffers, Ryan",KC,107,33,89,429,4
"Arenado, Nolan",KC,108,25,89,404,4
"Goodwin, Brian",DET,92,29,89,365,Changeup
"Bote, David",MIL,111.2,19,89,421,Sinker
"O'Neill, Tyler",ARI,107.4,30,89,450,Slider
"Marisnick, Jake",MIL,106.4,21,89,394,Sinker
"Schoop, Jonathan",TB,99.6,24,89,382,Slider
"Pujols, Albert",NYM,106.6,25,89,406,4
"Castellanos, Nick",ATL,107,34,89,415,Slider
"Maldonado, MartÃ­n",LAA,100.3,28,89,401,Cutter
"Perez, Salvador",SEA,106.1,39,89,369,Sinker
"Meyers, Jake",OAK,107.8,33,89,401,4
"Goldschmidt, Paul",CHC,105.1,27,89,406,Cutter
"Ahmed, Nick",MIA,102.8,35,89,402,Changeup
"Anderson, Tim",CHC,104,27,89,381,Sinker
"Hernandez, Yadiel",CHC,99.9,30,89,353,4
"Chisholm Jr., Jazz",CHC,111.3,28,89,435,Sinker
"Gurriel Jr., Lourdes",LAA,99.4,27,89,383,Sinker
"Candelario, Jeimer",TB,105.2,24,88.9,414,Slider
"Ohtani, Shohei",SEA,116.5,31,88.9,463,Sinker
"Reynolds, Bryan",MIL,107.8,29,88.9,436,4
"UrÃ­as, Luis",CHC,101.1,33,88.9,398,Sinker
"Devers, Rafael",NYY,99.9,30,88.9,373,Changeup
"Lowe, Nathaniel",TOR,110.1,21,88.9,424,Slider
"Bryant, Kris",PIT,103,34,88.9,404,4
"Bichette, Bo",ATL,105,27,88.9,420,Cutter
"Miller, Brad",ARI,105.8,30,88.9,398,Sinker
"SanÃ³, Miguel",CWS,99,31,88.9,372,Cutter
"Pujols, Albert",STL,102.6,21,88.9,386,Sinker
"Newman, Kevin",WSH,100.1,33,88.9,380,Cutter
"HernÃ¡ndez, CÃ©sar",HOU,104.2,42,88.9,379,4
"Harper, Bryce",WSH,111.6,30,88.9,431,Cutter
"Ahmed, Nick",TEX,99.3,31,88.9,398,4
"BÃ¡ez, Javier",ARI,105.8,25,88.9,424,Slider
"Wade Jr., LaMonte",PIT,104.1,28,88.9,400,Changeup
"Springer, George",BAL,97.8,28,88.9,353,Slider
"Trout, Mike",TB,109.6,42,88.9,383,Slider
"Garcia, Aramis",DET,104.4,33,88.9,398,Slider
"Votto, Joey",PIT,110.9,27,88.9,466,Cutter
"McMahon, Ryan",CHC,97.2,40,88.8,362,Changeup
"Devers, Rafael",MIN,108.4,32,88.8,404,Slider
"Solak, Nick",LAA,101.3,24,88.8,408,Slider
"Soler, Jorge",OAK,108.4,31,88.8,425,Changeup
"Iglesias, JosÃ©",CLE,97.1,38,88.8,382,Slider
"Guerrero Jr., Vladimir",CLE,115.2,19,88.8,424,4
"Hoskins, Rhys",LAD,112.2,23,88.8,379,Slider
"Guerrero Jr., Vladimir",BOS,111.1,21,88.8,402,Sinker
"Alfaro, Jorge",BOS,106,31,88.8,381,Cutter
"Alvarez, Yordan",SEA,103.4,24,88.8,396,Sinker
"Alonso, Pete",BOS,107.6,24,88.8,402,Slider
"Riley, Austin",SF,109,22,88.8,423,Slider
"Mancini, Trey",WSH,107.8,36,88.8,414,4
"Grandal, Yasmani",TOR,99.9,24,88.8,361,4
"SuÃ¡rez, Eugenio",CHC,103.4,24,88.8,398,Cutter
"Bichette, Bo",BOS,111.8,24,88.8,382,Changeup
"Moreland, Mitch",CLE,107.1,21,88.8,379,Cutter
"DÃ­az, Yandy",DET,112.3,19,88.8,438,Sinker
"Story, Trevor",SD,111,25,88.8,433,4
"Goldschmidt, Paul",WSH,102.1,29,88.8,400,Changeup
"Marte, Starling",SEA,105.1,30,88.7,415,Sinker
"Donaldson, Josh",MIL,110.8,20,88.7,376,Slider
"Urshela, Gio",TB,108.1,25,88.7,453,Cutter
"Murphy, Sean",LAA,105.2,30,88.7,401,4
"Walsh, Jared",BOS,107.7,23,88.7,435,Cutter
"Flores, Wilmer",PHI,98.8,27,88.7,392,Slider
"Smith, Pavin",PIT,99.1,33,88.7,403,Changeup
"Cooper, Garrett",WSH,110.2,21,88.7,432,Changeup
"RamÃ­rez, JosÃ©",KC,104.3,21,88.7,348,Slider
"BÃ¡ez, Javier",WSH,100,29,88.7,391,4
"Peters, DJ",HOU,110.7,18,88.7,421,4
"Bregman, Alex",OAK,106,31,88.7,418,4
"HernÃ¡ndez, CÃ©sar",HOU,105.6,28,88.7,424,4
"Ohtani, Shohei",DET,110.1,31,88.7,430,Slider
"Hedges, Austin",CWS,104.8,24,88.7,419,Sinker
"Senzel, Nick",CHC,102.2,21,88.7,367,Sinker
"Hayes, Ke'Bryan",ATL,101,30,88.7,374,4
"Davis, J.D.",CHC,110.4,27,88.7,432,Sinker
"Aguilar, JesÃºs",NYM,102.6,33,88.7,394,Slider
"Solak, Nick",TOR,108.8,29,88.7,404,4
"Alford, Anthony",ARI,106.6,46,88.7,369,4
"Stephenson, Tyler",STL,104.5,25,88.7,368,4
"Candelario, Jeimer",KC,104.5,32,88.7,434,Changeup
"Bogaerts, Xander",BAL,102.3,50,88.7,343,4
"Polanco, Gregory",MIN,109.6,26,88.7,419,Changeup
"Weathers, Ryan",MIA,104.3,24,88.7,421,Sinker
"Meadows, Austin",CLE,100.2,34,88.6,395,Split-Finger
"Mancini, Trey",NYY,110.5,19,88.6,394,Cutter
"Chirinos, Robinson",ARI,97.6,31,88.6,381,Slider
"Gibson, Kyle",PIT,97.6,29,88.6,380,4
"HernÃ¡ndez, Enrique",TOR,105.8,30,88.6,391,4
"Thompson, Trayce",STL,107.8,23,88.6,409,4
"Kim, Ha-Seong",CIN,103.7,24,88.6,384,Slider
"Polanco, Jorge",STL,100.8,28,88.6,389,4
"GarcÃ­a, Adolis",CWS,102.1,37,88.6,368,Curveball
"Devers, Rafael",CLE,105.9,34,88.6,448,Cutter
"Greiner, Grayson",HOU,98.7,30,88.6,365,4
"Donaldson, Josh",DET,109.3,32,88.6,446,Slider
"Machado, Manny",COL,103,22,88.6,364,Changeup
"Kepler, Max",CWS,105.4,29,88.6,406,Sinker
"Bote, David",WSH,103.9,31,88.6,407,Cutter
"Zunino, Mike",TOR,109.9,33,88.6,428,4
"Kieboom, Carter",MIL,103.4,29,88.6,414,Sinker
"Turner, Trea",PHI,109.9,21,88.6,430,4
"Escobar, Eduardo",LAA,94.2,30,88.6,374,Changeup
"Lowe, Brandon",OAK,109.6,35,88.6,431,Cutter
"Olivares, Edward",CWS,99.7,28,88.6,389,Slider
"Castro, Willi",KC,103,26,88.6,418,Changeup
"Myers, Wil",ARI,101.8,41,88.6,382,4
"Stevenson, Andrew",NYM,101.8,26,88.6,402,Changeup
"Haase, Eric",SEA,108.3,32,88.6,429,Slider
"Reynolds, Bryan",CHC,103.6,30,88.6,387,Sinker
"Tsutsugo, Yoshi",STL,105.8,32,88.6,422,Slider
"Sheets, Gavin",LAA,109.5,28,88.6,447,Cutter
"Flores, Wilmer",HOU,98.9,44,88.5,363,4
"Kiner-Falefa, Isiah",OAK,102.5,22,88.5,393,4
"Pederson, Joc",STL,105.3,21,88.5,408,4
"Castellanos, Nick",CHC,104.7,32,88.5,412,Sinker
"Robert, Luis",CHC,103.1,25,88.5,406,Sinker
"McCann, James",ATL,101,30,88.5,417,Cutter
"Wade Jr., LaMonte",HOU,107.8,28,88.5,417,4
"Ruiz, Rio",NYY,96.5,43,88.5,342,Cutter
"Donaldson, Josh",KC,111.1,19,88.5,390,4
"Phillips, Brett",CLE,102.3,40,88.5,395,Changeup
"Santana, Carlos",TB,104.6,24,88.5,379,Sinker
"Haniger, Mitch",CLE,107.4,26,88.5,438,Slider
"Gurriel Jr., Lourdes",BAL,102,31,88.5,401,4
"Bradley Jr., Jackie",PIT,102.3,28,88.5,404,Changeup
"Correa, Carlos",TEX,101.5,28,88.5,377,Slider
"Lowe, Nathaniel",COL,103.2,26,88.5,403,4
"Joyce, Matt",CIN,100.2,33,88.5,389,Fastball
"DÃ­az, Elias",SF,94.2,31,88.5,389,Slider
"Tatis Jr., Fernando",SEA,105.8,30,88.5,393,Cutter
"Murphy, Sean",TOR,109.2,26,88.5,434,Slider
"Celestino, Gilberto",SEA,102.5,24,88.5,370,Sinker
"Valera, Breyvic",OAK,94.5,32,88.4,358,Cutter
"Cron, C.J.",PIT,95.8,32,88.4,391,Slider
"Cron, C.J.",CHC,110.5,31,88.4,421,Sinker
"Fuentes, Joshua",SD,101.2,36,88.4,404,Changeup
"Nola, Austin",SF,96.2,29,88.4,363,Slider
"Edman, Tommy",CHC,105.7,26,88.4,422,Sinker
"Seager, Corey",SD,110.9,24,88.4,414,Slider
"Frazier, Adam",COL,101.6,28,88.4,395,4
"Lowrie, Jed",LAA,109.9,25,88.4,421,Changeup
"Perez, Salvador",CHC,105.1,28,88.4,407,Sinker
"Goodrum, Niko",OAK,103,31,88.4,413,Sinker
"Moran, Colin",CHC,102.7,27,88.4,406,4
"Suzuki, Kurt",SEA,99.1,32,88.4,384,Sinker
"Margot, Manuel",LAA,106.8,28,88.4,409,Changeup
"Olson, Matt",SEA,102.7,27,88.4,395,Sinker
"Kirilloff, Alex",SEA,105,26,88.4,421,Sinker
"Pederson, Joc",MIA,112.2,23,88.4,435,Changeup
"SÃ¡nchez, Gary",BAL,112.3,28,88.4,435,Cutter
"JimÃ©nez, Eloy",CHC,99.8,29,88.4,374,Sinker
"Heredia, Guillermo",CIN,106.5,28,88.4,433,4
"Rogers, Jake",CHC,95.9,28,88.4,349,Sinker
"Sheets, Gavin",CIN,105.4,22,88.4,413,Changeup
"Myers, Wil",WSH,106.4,28,88.4,425,4
"Stewart, DJ",MIN,104.2,30,88.4,429,Cutter
"Zunino, Mike",TOR,106.6,45,88.4,347,Slider
"McKinney, Billy",CHC,101,28,88.4,415,4
"Alonso, Pete",BAL,104.6,33,88.4,413,Slider
"Brantley, Michael",OAK,107.9,19,88.4,376,Sinker
"Kirk, Alejandro",BAL,104.2,22,88.4,374,Slider
"Anderson, Tim",HOU,99.4,27,88.4,369,Changeup
"Heyward, Jason",ARI,94.7,28,88.4,384,Slider
"Renfroe, Hunter",HOU,108.4,31,88.4,419,Slider
"Pollock, AJ",PIT,102.9,27,88.4,399,Slider
"Guerrero Jr., Vladimir",LAA,111.3,21,88.4,404,Slider
"Machado, Manny",CHC,97.5,36,88.3,352,Slider
"Cron, C.J.",MIA,109.1,34,88.3,456,Slider
"Seager, Kyle",CLE,105.3,26,88.3,419,Cutter
"Garver, Mitch",TEX,110.7,32,88.3,429,4
"Urshela, Gio",BAL,109.8,20,88.3,386,Cutter
"Arozarena, Randy",NYY,99.4,38,88.3,344,Cutter
"GarcÃ­a, AvisaÃ­l",STL,109.7,30,88.3,442,Cutter
"Gregorius, Didi",MIA,93.1,35,88.3,353,Slider
"Wisdom, Patrick",CIN,97.8,31,88.3,373,Changeup
"Machado, Manny",NYM,105,23,88.3,413,Changeup
"Winker, Jesse",CHC,100.2,31,88.3,398,Slider
"Kemp, Tony",NYY,97.2,25,88.3,353,Slider
"Guerrero Jr., Vladimir",DET,107.6,23,88.3,425,Sinker
"Arozarena, Randy",BAL,104.6,27,88.3,427,Cutter
"UrÃ­as, Luis",STL,103.9,23,88.3,382,Sinker
"Farmer, Kyle",STL,106,21,88.3,365,Sinker
"DeJong, Paul",CHC,109,22,88.3,429,Sinker
"UrÃ­as, Luis",CHC,105.4,26,88.3,427,Slider
"Herrera, OdÃºbel",CIN,102.1,21,88.3,402,Changeup
"Polanco, Jorge",BAL,101.2,38,88.3,355,Cutter
"Martinez, J.D.",KC,108.4,24,88.3,420,Changeup
"Canha, Mark",TOR,106.8,27,88.2,410,4
"Martinez, J.D.",TOR,100.7,28,88.2,395,Slider
"Guerrero Jr., Vladimir",BAL,113.1,28,88.2,438,Cutter
"Aquino, Aristides",MIL,104.7,27,88.2,399,Sinker
"HernÃ¡ndez, CÃ©sar",STL,101.5,32,88.2,396,4
"Fraley, Jake",LAA,101.4,28,88.2,395,Split-Finger
"Alonso, Pete",STL,98.5,34,88.2,390,4
"Carlson, Dylan",MIL,106.6,36,88.2,408,Sinker
"Villar, Jonathan",PIT,105,36,88.2,388,Cutter
"Trammell, Taylor",CWS,99,41,88.2,372,Sinker
"Vaughn, Andrew",HOU,102.5,23,88.2,359,Sinker
"Bell, Josh",SD,106.9,24,88.2,412,Slider
"Arenado, Nolan",PIT,101.4,25,88.2,403,Slider
"Contreras, Willson",SD,108.5,29,88.2,419,Slider
"Yelich, Christian",NYM,104.7,32,88.2,402,Changeup
"Aguilar, JesÃºs",ATL,103.3,26,88.2,379,Changeup
"Ozuna, Marcell",MIA,106.7,27,88.2,425,Changeup
"DÃ­az, Isan",NYM,103.6,31,88.2,424,Split-Finger
"Hoskins, Rhys",CHC,106.6,35,88.2,418,4
"Ohtani, Shohei",NYY,109.6,23,88.2,395,Changeup
"Votto, Joey",CHC,111.3,27,88.2,431,4
"Olson, Matt",TEX,112.9,19,88.1,387,Slider
"Olson, Matt",SEA,105.6,25,88.1,378,Sinker
"Altuve, Jose",BOS,92.2,32,88.1,330,Changeup
"Ortega, Rafael",WSH,108.9,30,88.1,392,Changeup
"Miller, Brad",NYM,107,27,88.1,443,Split-Finger
"Ohtani, Shohei",TB,110.3,34,88.1,427,Slider
"Varsho, Daulton",COL,102.1,22,88.1,402,Slider
"Fletcher, David",SEA,97.3,22,88.1,361,Sinker
"Freeman, Freddie",PHI,103.2,32,88.1,416,Changeup
"Turner, Trea",MIL,106.3,21,88.1,401,Changeup
"Moore, Dylan",COL,96.5,30,88.1,405,Slider
"JimÃ©nez, Eloy",CHC,106.7,30,88.1,409,Sinker
"Cruz, Nelson",BOS,107.9,21,88.1,410,Cutter
"Wisdom, Patrick",MIL,102.5,30,88.1,391,Slider
"Dickerson, Alex",ARI,103.4,32,88.1,383,Sinker
"Choi, Ji-Man",BAL,104.9,29,88.1,418,Cutter
"Robles, Victor",PHI,108.2,31,88.1,424,4
"Turner, Trea",NYM,96.8,31,88.1,374,4
"Schrock, Max",WSH,102.8,23,88.1,380,4
"Martinez, J.D.",HOU,102.9,30,88.1,411,4
"Adames, Willy",ATL,104.7,36,88.1,394,Cutter
"Piscotty, Stephen",DET,109.6,21,88.1,404,Slider
"McCutchen, Andrew",CIN,103.8,27,88.1,382,Changeup
"Odor, Rougned",CLE,106.2,31,88.1,426,Changeup
"Miller, Owen",TEX,94.4,38,88.1,359,Changeup
"Aguilar, JesÃºs",TOR,104.1,23,88.1,372,Changeup
"Pederson, Joc",STL,107.3,25,88.1,425,Changeup
"Cabrera, Miguel",BAL,101.9,26,88.1,363,4
"GarcÃ­a, Adolis",TB,101.1,31,88,366,Slider
"Ohtani, Shohei",TEX,107.2,31,88,426,Cutter
"Gardner, Brett",TB,102.7,40,88,376,Sinker
"Escobar, Eduardo",CLE,99.9,36,88,386,4
"India, Jonathan",STL,105.1,29,88,419,Changeup
"Grichuk, Randal",BAL,101.3,37,88,380,Cutter
"Altuve, Jose",OAK,99.6,32,88,396,Slider
"Mancini, Trey",SEA,110.3,24,88,429,Sinker
"Bichette, Bo",BAL,107.4,21,88,367,Sinker
"Crawford, Brandon",PIT,106.3,45,88,354,Changeup
"Grichuk, Randal",MIA,103.5,32,88,393,Changeup
"Winker, Jesse",MIL,108.6,20,88,396,Changeup
"Taylor, Michael A.",SEA,105.8,34,88,413,Sinker
"Edman, Tommy",CWS,110.9,27,88,430,Cutter
"Smith, Will",NYM,104.4,31,88,444,Slider
"Contreras, Willson",WSH,101.8,24,88,365,Cutter
"Rizzo, Anthony",MIL,104.6,26,88,401,Cutter
"Pederson, Joc",SD,109.2,34,88,424,Cutter
"Sosa, Edmundo",MIL,100.3,33,88,369,Sinker
"Peters, DJ",LAA,112.5,23,88,436,Split-Finger
"Kelly, Carson",WSH,103.7,32,88,392,4
"Smith, Will",ARI,104.7,34,88,398,Cutter
"Goodwin, Brian",CHC,94.7,31,88,351,4
"Canha, Mark",TOR,101.5,27,87.9,391,Changeup
"Mathisen, Wyatt",SD,106.7,27,87.9,429,Sinker
"Lowe, Brandon",NYM,98,30,87.9,375,Cutter
"Ortega, Rafael",CIN,98,27,87.9,371,Changeup
"Rosario, Eddie",CWS,99.1,31,87.9,401,Sinker
"HernÃ¡ndez, Enrique",CWS,96.6,40,87.9,342,Sinker
"Cron, C.J.",SD,101.2,33,87.9,414,Slider
"Reyes, Franmil",MIN,108.8,23,87.9,418,4
"Smith, Will",SF,94.5,31,87.9,377,Slider
"Arenado, Nolan",CHC,105.4,21,87.9,386,Sinker
"Wade Jr., LaMonte",LAD,98.7,38,87.9,373,Changeup
"Wade Jr., LaMonte",ATL,106.8,33,87.9,422,Changeup
"Tatis Jr., Fernando",ARI,105,40,87.9,416,Slider
"Long Jr., Shed",TB,96,25,87.9,348,Slider
"Naquin, Tyler",ARI,111.3,32,87.9,454,Changeup
"RamÃ­rez, JosÃ©",TB,106.7,27,87.9,410,Cutter
"Jeffers, Ryan",HOU,104.3,36,87.9,414,Changeup
"Lamb, Jake",BAL,99.4,39,87.9,383,Changeup
"Culberson, Charlie",SEA,103.7,21,87.9,390,Sinker
"Bichette, Bo",SEA,102.3,25,87.9,406,Slider
"Galvis, Freddy",CHC,102.8,30,87.9,395,Sinker
"Joe, Connor",SEA,103.9,27,87.9,441,4
"Contreras, Willson",MIL,110.4,28,87.9,438,4
"Torres, Gleyber",BOS,98.5,30,87.9,380,Slider
"Contreras, Willson",CIN,112.9,25,87.9,464,Slider
"AcuÃ±a Jr., Ronald",NYM,109.8,33,87.9,401,Cutter
"Duggar, Steven",PIT,106.2,29,87.9,372,Slider
"Flores, Wilmer",PIT,104.1,22,87.9,370,Changeup
"Fuentes, Joshua",CIN,96,26,87.9,385,Changeup
"Thomas, Lane",COL,101.2,32,87.8,404,Slider
"Schwarber, Kyle",ARI,111.9,30,87.8,463,Sinker
"Ward, Taylor",DET,105.7,33,87.8,418,Slider
"Polanco, Jorge",CIN,107.4,28,87.8,396,Slider
"Benintendi, Andrew",CWS,99.2,32,87.8,402,Sinker
"Grichuk, Randal",OAK,109.8,19,87.8,412,Sinker
"GuzmÃ¡n, Ronald",TOR,112,24,87.8,426,Slider
"Wong, Kolten",COL,97.1,32,87.8,366,Cutter
"Grandal, Yasmani",PIT,104.9,32,87.8,409,Sinker
"Evans, Phillip",STL,98.8,22,87.8,386,Sinker
"Molina, Yadier",MIL,99.8,36,87.8,379,Sinker
"Aquino, Aristides",STL,112,34,87.8,404,4
"PiÃ±a, Manny",STL,104.5,34,87.8,393,4
"O'Hearn, Ryan",NYY,108.5,23,87.8,377,Changeup
"Rojas, Miguel",WSH,98.5,25,87.8,379,Sinker
"SÃ¡nchez, Gary",TOR,102.5,23,87.8,365,Slider
"Peraza, JosÃ©",WSH,101.7,32,87.8,411,4
"Reyes, Franmil",MIN,105.4,30,87.8,403,4
"Hicks, Aaron",TB,106.1,25,87.8,406,4
"Gittens, Chris",TOR,108.5,26,87.8,439,Cutter
"Baddoo, Akil",HOU,109.3,30,87.8,450,4
"Laureano, RamÃ³n",LAA,106.5,34,87.8,404,Changeup
"Lowe, Brandon",TOR,100,32,87.8,384,Slider
"BÃ¡ez, Javier",SD,110.1,25,87.8,455,Changeup
"Abreu, JosÃ©",DET,97.9,29,87.8,379,Slider
"Rojas, Josh",MIA,99.4,26,87.8,375,Slider
"Cruz, Nelson",MIN,108.6,24,87.8,420,Slider
"Brinson, Lewis",SD,111.9,22,87.8,433,Slider
"Seager, Corey",SD,101.2,26,87.7,405,Slider
"Cruz, Nelson",TEX,111.3,21,87.7,436,Cutter
"Hays, Austin",TB,103.2,27,87.7,412,Slider
"Altuve, Jose",TEX,97.7,37,87.7,370,Cutter
"Seager, Kyle",TEX,97.5,37,87.7,361,Cutter
"Tatis Jr., Fernando",LAD,116.6,25,87.7,467,Slider
"Grossman, Robbie",STL,107.7,24,87.7,398,4
"Benintendi, Andrew",TB,100.1,28,87.7,394,Changeup
"Adames, Willy",PIT,106.3,32,87.7,430,Slider
"Bregman, Alex",LAA,97,29,87.7,387,Slider
"Smith, Dominic",ATL,104,28,87.7,406,Changeup
"DÃ­az, Elias",STL,103.7,25,87.7,436,Slider
"Hilliard, Sam",CHC,106,22,87.7,418,Cutter
"Davis, Khris",COL,99.9,28,87.7,401,Slider
"Dickerson, Alex",CIN,97.3,26,87.7,348,Changeup
"Grichuk, Randal",NYY,109.2,23,87.7,372,Changeup
"Gomes, Yan",ATL,104.3,29,87.7,426,Cutter
"Suzuki, Kurt",OAK,102.1,29,87.7,389,4
"Gallo, Joey",BAL,101.8,36,87.7,363,Changeup
"HernÃ¡ndez, CÃ©sar",CHC,102.4,22,87.7,382,Sinker
"Castellanos, Nick",MIL,105.9,25,87.7,374,4
"Tucker, Kyle",OAK,108.4,24,87.7,376,Slider
"Edman, Tommy",MIA,95.5,28,87.7,361,Slider
"Semien, Marcus",BOS,102.1,31,87.7,414,Cutter
"HernÃ¡ndez, CÃ©sar",DET,101.8,29,87.7,398,Changeup
"Lux, Gavin",CIN,100.2,22,87.7,391,Cutter
"Marisnick, Jake",ATL,99.3,36,87.7,412,Slider
"Castellanos, Nick",KC,104.9,26,87.7,419,4
"Reynolds, Bryan",CHC,107.2,35,87.7,430,4
"DeShields, Delino",WSH,103.3,33,87.7,420,4
"Cronenworth, Jake",LAD,108.6,22,87.7,404,Slider
"Posey, Buster",ARI,102.9,27,87.7,390,Changeup
"Mountcastle, Ryan",BOS,109,27,87.7,414,Changeup
"Winker, Jesse",MIL,104.9,30,87.7,416,Cutter
"Wong, Kolten",CHC,98.9,29,87.7,398,4
"BÃ¡ez, Javier",MIA,100.8,25,87.7,358,Slider
"Zunino, Mike",BOS,102.5,32,87.7,370,Cutter
"Shaw, Travis",CHC,101.9,27,87.7,390,Slider
"SuÃ¡rez, Eugenio",NYM,106.2,29,87.7,440,4
"Anderson, Tyler",NYM,99.6,26,87.7,393,Cutter
"Adrianza, Ehire",NYM,105.4,27,87.7,414,Changeup
"Wisdom, Patrick",SF,108.3,29,87.6,422,Slider
"Escobar, Eduardo",LAD,104,24,87.6,395,Knuckle Curve
"Mercedes, YermÃ­n",LAA,104.5,28,87.6,421,Split-Finger
"Trammell, Taylor",MIN,99,35,87.6,371,4
"Goldschmidt, Paul",MIL,99.3,33,87.6,400,Slider
"White, Eli",HOU,108.1,19,87.6,368,4
"Smith, Pavin",HOU,108,23,87.6,372,4
"Ruf, Darin",MIL,107,25,87.6,389,Sinker
"Devers, Rafael",TOR,112.7,20,87.6,414,Slider
"Ruf, Darin",STL,107.2,31,87.6,413,Sinker
"Smith, Will",CIN,95.4,43,87.6,361,Cutter
"Schrock, Max",NYM,103.7,23,87.6,375,Split-Finger
"Haniger, Mitch",LAA,103.4,27,87.6,403,Changeup
"Blackmon, Charlie",ATL,102.5,27,87.6,441,Changeup
"Fraley, Jake",LAA,106.1,36,87.6,410,Slider
"Judge, Aaron",TOR,101.5,23,87.6,368,Cutter
"Toro, Abraham",SEA,88.7,29,87.6,342,4
"Gallo, Joey",DET,105,29,87.6,384,Slider
"Lindor, Francisco",ATL,106.9,24,87.6,379,Slider
"Mountcastle, Ryan",CLE,98.9,30,87.6,393,Cutter
"Chisholm Jr., Jazz",TOR,101.6,24,87.6,382,Changeup
"Story, Trevor",PHI,95,34,87.6,373,Changeup
"Trevino, Jose",BOS,101.9,26,87.6,411,Slider
"Nootbaar, Lars",MIL,109.5,20,87.6,419,Changeup
"Jankowski, Travis",WSH,99.8,29,87.6,406,Cutter
"Haase, Eric",TB,109.3,32,87.6,416,Changeup
"Alford, Anthony",CHC,110.9,29,87.6,469,4
