Name,State,Prog Length,School Type,2018_Drate,2017_Drate,2016_Drate
WHATCOM COMMUNITY COLLEGE,WA,6,1,11.2,10.7,12.8
CHARLES R. DREW UNIVERSITY OF MEDICINE AND SCIENCE,CA,8,2,1.6,1,1.4
METROPOLITAN STATE UNIVERSITY,MN,8,1,4.2,6.4,6
EL PASO COMMUNITY COLLEGE,TX,5,1,10.1,12.8,13.5
READING AREA COMMUNITY COLLEGE,PA,5,1,12.4,18.4,18.8
OKLAHOMA CITY COMMUNITY COLLEGE,OK,5,1,13.3,16.7,18.4
UNIVERSITY OF SAN DIEGO,CA,8,2,1.9,1.6,1.8
DAKOTA COUNTY TECHNICAL COLLEGE,MN,5,1,6.1,10.9,10
PINNACLE CAREER INSTITUTE,MO,5,3,4.2,13.5,10.4
"JOSEF'S SCHOOL OF HAIR, SKIN & BODY",ND,3,3,16.6,13.7,19.2
INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,FC,8,6,34,25.5,19.2
SUMMIT SALON ACADEMY,KY,4,3,27.5,25.6,25
RENTON TECHNICAL COLLEGE,WA,6,1,10.4,11,8.3
PARDEE RAND GRADUATE SCHOOL,CA,8,2,0,0,0
WASHINGTON STATE COMMUNITY COLLEGE,OH,5,1,10.3,15.5,20.8
UNIVERSITY OF HAIFA,FC,8,5,5,2.9,3
AMERICAN BAPTIST THEOLOGICAL SEMINARY,TN,8,2,15.7,20,24.4
INSEAD,FC,8,6,3.4,5.7,3.1
MARYMOUNT CALIFORNIA UNIVERSITY,CA,8,2,7.9,5,6.8
WEST GEORGIA TECHNICAL COLLEGE,GA,5,1,12,16.9,15.2
AMERICAN NATIONAL UNIVERSITY,KY,8,3,11.8,12.6,14.5
HENNEPIN TECHNICAL COLLEGE,MN,5,1,9.3,13.7,13.1
CRANFIELD UNIVERSITY,FC,8,5,0,0,0
LAKEVIEW COLLEGE OF NURSING,IL,6,2,1.8,1.4,3.7
WICHITA TECHNICAL INSTITUTE,KS,5,3,19.6,26.5,23.4
HALLMARK UNIVERSITY,TX,8,2,1,1.6,2.3
TRINITY LABAN CONSERVATOIRE OF MUSIC AND DANCE,FC,8,5,0,0,0
UNIVERSITY OF HERTFORDSHIRE,FC,8,5,4.7,4,0
MEMPHIS THEOLOGICAL SEMINARY,TN,8,2,5.5,8.2,12.3
EMPIRE BEAUTY SCHOOL,PA,3,3,11.4,12.8,13.3
CENTURY COLLEGE,MN,5,1,7.8,9.2,11.2
NEW YORK SCHOOL FOR MEDICAL & DENTAL ASSISTANTS,NY,5,3,5.2,6.5,7.7
WEST VIRGINIA JUNIOR COLLEGE,WV,5,3,0,0,2
LONDON FILM SCHOOL,FC,8,6,4.3,5.8,0
AUSTRALIAN NATIONAL UNIVERSITY,FC,8,5,2.8,3.4,4.1
BANGOR UNIVERSITY,FC,8,5,0,0,0
"RICHMOND, THE AMERICAN INTERNATIONAL UNIVERSITY IN LONDON",FC,8,6,6.8,10.7,4.5
INSTITUT D'ETUDES POLITIQUES DE PARIS,FC,8,5,2.2,6.2,1.1
MID-AMERICA COLLEGE OF FUNERAL SERVICE,IN,6,2,18.1,23.4,25.5
PB COSMETOLOGY EDUCATION CENTRE,NJ,3,3,3.7,6,9.6
HOUSTON COMMUNITY COLLEGE,TX,5,1,12.7,13.7,11.7
SOUTHERN WESTCHESTER BOCES,NY,3,1,10,4.4,4.5
PASCO - HERNANDO STATE COLLEGE,FL,6,1,8.6,11.9,2.7
TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER,TX,8,1,1,1.3,0.8
REGENT COLLEGE,FC,8,6,1.8,0,0
UNIVERSIDAD DE MONTERREY,FC,6,6,0,0,""
MACQUARIE UNIVERSITY,FC,8,5,2.8,5.5,5.1
ERIE COMMUNITY COLLEGE,NY,5,1,13.6,15.2,14.4
UNIVERSITY OF QUEENSLAND (THE),FC,8,5,1.5,0.9,4.2
TRI COUNTY BEAUTY ACADEMY,IL,3,3,20.6,13.3,12
CAPITAL AREA CAREER CENTER,IL,3,1,3.8,11.6,7.5
RYERSON UNIVERSITY,FC,8,5,5,7.6,7.1
ALBIZU UNIVERSITY,PR,8,2,5.7,6.8,4.5
DEVRY UNIVERSITY,IL,8,3,8.6,10.1,9.9
MARION TECHNICAL COLLEGE,OH,5,1,10.5,9.4,13.5
ACADEMY OF SALON AND SPA,AR,3,3,6.5,13.8,12.1
DALLAS INSTITUTE OF FUNERAL SERVICE,TX,5,2,21.6,23.3,23.4
GUPTON-JONES COLLEGE OF FUNERAL SERVICE,GA,5,2,15.8,18.3,15.5
PORTER AND CHESTER INSTITUTE,CT,3,3,18.9,25.3,26
UNIVERSITY OF OXFORD - WORCESTER COLLEGE,FC,8,5,0,0,0
"NATIONAL UNIVERSITY OF IRELAND, MAYNOOTH",FC,8,5,7.1,4,4
AMERICAN ACADEMY MCALLISTER INSTITUTE,NY,5,2,9,16.4,18.6
PITTSBURGH INSTITUTE OF MORTUARY SCIENCE,PA,5,2,4.3,11,3.2
KINGSTON UNIVERSITY,FC,8,5,3.7,4.4,2.3
CONSERVATORIO DE MúSICA DE PUERTO RICO,PR,8,1,15,14.2,7.5
DAVID PRESSLEY PROFESSIONAL SCHOOL OF COSMETOLOGY,MI,3,3,2.7,11.6,7.9
PIVOT POINT ACADEMY,IL,3,3,1.7,3.5,5.7
THOMAS JEFFERSON SCHOOL OF LAW,CA,8,2,2.1,2.1,3.1
AVALON SCHOOL OF COSMETOLOGY,AZ,3,3,16.1,21.9,16.1
GREATER ALTOONA CAREER & TECHNOLOGY CENTER,PA,3,1,9.5,8.3,8.8
UNIVERSITY OF DUNDEE,FC,8,5,3.5,7.2,5.5
UNIVERSITY OF OXFORD - MAGDALEN COLLEGE,FC,8,5,0,0,0
UNIVERSITY OF OXFORD - ST JOHN'S COLLEGE,FC,8,5,0,"",0
RICHLAND COMMUNITY COLLEGE,IL,5,1,13.5,17.8,27.5
CHATFIELD COLLEGE,OH,5,2,10.6,14.4,14.2
STARK STATE COLLEGE,OH,5,1,13,15.9,21.8
RIZZIERI AVEDA SCHOOL FOR BEAUTY AND WELLNESS,NJ,4,3,12.3,16.9,13.8
CINCINNATI COLLEGE OF MORTUARY SCIENCE,OH,6,2,2.2,4,1.7
MONASH UNIVERSITY,FC,8,5,0,0,0
UNIVERSITY OF EAST ANGLIA,FC,8,5,3.2,0,3.1
UNIVERSITY OF PUERTO RICO - UTUADO,PR,6,1,7.1,9.9,5
UNION INSTITUTE & UNIVERSITY,OH,8,2,3.5,4.8,5.5
UNIVERSITY OF OXFORD - ST HUGH'S COLLEGE,FC,8,5,0,0,3.8
GREENE COUNTY CAREER & TECHNOLOGY CENTER,PA,3,1,15.7,19.5,17.2
UNIVERSITY OF PUERTO RICO BAYAMON TECHNICAL UNIVERSITY COLLEGE,PR,6,1,7.3,6.1,2.6
UNIVERSIDAD CENTRAL DEL ESTE,FC,8,6,5.9,9.1,6.8
HOBART INSTITUTE OF WELDING TECHNOLOGY,OH,3,2,7.8,9.6,12.1
EAST GEORGIA STATE COLLEGE,GA,6,1,16.1,20.4,17
PENNSYLVANIA INSTITUTE OF TECHNOLOGY,PA,6,2,6,13.7,16.6
UNIVERSITY OF OXFORD - WADHAM COLLEGE,FC,8,5,20,0,0
WARRENSBURG AREA CAREER CENTER,MO,3,1,10.8,12.9,17
CENTRAL OHIO TECHNICAL COLLEGE,OH,5,1,8.1,13.3,12.6
UNIVERSITY OF OXFORD - ST HILDA'S COLLEGE,FC,8,5,0,0,0
UNIVERSITY OF OXFORD - ST ANNE'S COLLEGE,FC,8,5,0,0,0
UNIVERSITY OF OXFORD - LADY MARGARET HALL,FC,8,5,0,0,0
UNIVERSITY OF OXFORD - TRINITY COLLEGE,FC,8,5,14.2,0,0
UNIVERSITY OF OXFORD - ST EDMUND HALL,FC,8,5,12.5,5.5,4
UNIVERSITY OF OXFORD - ST ANTONY'S COLLEGE,FC,8,5,0,0,2
UNIVERSITY OF OXFORD - QUEEN'S COLLEGE,FC,8,5,0,0,0
UNIVERSITY OF OXFORD - PEMBROKE COLLEGE,FC,8,5,0,6.2,6.2
UNIVERSITY OF OXFORD - ORIEL COLLEGE,FC,8,5,0,0,0
UNIVERSITY OF OXFORD - NEW COLLEGE,FC,8,5,12.5,0,0
UNIVERSITY OF OXFORD - MERTON COLLEGE,FC,8,5,0,0,0
UNIVERSITY OF OXFORD - LINCOLN COLLEGE,FC,8,5,0,0,0
UNIVERSITY OF OXFORD - KEBLE COLLEGE,FC,8,5,0,0,0
UNIVERSITY OF OXFORD - JESUS COLLEGE,FC,8,5,14.2,11.1,0
UNIVERSITY OF OXFORD - HERTFORD COLLEGE,FC,8,5,0,0,7.1
UNIVERSITY OF OXFORD - EXETER COLLEGE,FC,8,5,0,0,0
UNIVERSITY OF OXFORD - CHRIST CHURCH COLLEGE,FC,8,5,10,9,8.3
UNIVERSITY OF OXFORD - BRASENOSE COLLEGE,FC,8,5,0,0,0
FLINDERS UNIVERSITY,FC,8,5,10,5,0
UNIVERSITY OF WESTERN AUSTRALIA (THE),FC,8,5,6.2,0,5.2
FASHION INSTITUTE OF DESIGN & MERCHANDISING,CA,8,3,6.6,5.1,6.5
MAHARISHI INTERNATIONAL UNIVERSITY,IA,8,2,6.8,3.9,5.9
ALLIANT INTERNATIONAL UNIVERSITY,CA,8,3,1.9,3.2,3
COLLEGE OF EASTERN IDAHO,ID,5,1,9.3,9.8,14
LONE STAR COLLEGE SYSTEM,TX,6,1,12.3,15.4,12.6
ASNUNTUCK COMMUNITY COLLEGE,CT,5,1,12.9,20.4,15.9
TEXAS A&M UNIVERSITY - CORPUS CHRISTI,TX,8,1,6.7,8.7,6.6
UNIVERSITY OF TEXAS AT TYLER,TX,8,1,4.8,6.6,6.7
BROADVIEW COLLEGE,UT,6,3,7.7,10.7,19.6
COMMUNITY COLLEGE OF VERMONT,VT,5,1,12.2,18.4,16.2
MAYLAND COMMUNITY COLLEGE,NC,5,1,13.3,11.1,21
BUNKER HILL COMMUNITY COLLEGE,MA,5,1,7.5,11.4,9.5
UNIVERSITY OF THE WITWATERSRAND,FC,8,5,0,0,0
WINDWARD COMMUNITY COLLEGE,HI,5,1,18.5,12.5,17.7
AARHUS UNIVERSITY,FC,8,5,8.3,9,8.3
WEST VIRGINIA SCHOOL OF OSTEOPATHIC MEDICINE,WV,7,1,0.5,2.8,1
OKLAHOMA STATE UNIVERSITY CENTER FOR HEALTH SCIENCES,OK,8,1,1.6,0.9,0.9
COLLEGE OF THE ATLANTIC,ME,8,2,3.2,1.8,2.8
NATIONAL UNIVERSITY,CA,8,2,3.7,4.5,4.9
UNIVERSITY OF ALASKA ANCHORAGE,AK,8,1,3.4,10,10.5
SANFORD MEDICAL CENTER,SD,11,2,7.1,6.6,6.6
DIVERS INSTITUTE OF TECHNOLOGY,WA,3,3,14,13.2,13
ADVANCED INSTITUTE OF HAIR DESIGN,WI,3,3,11.6,19.4,16.4
TRICOCI UNIVERSITY OF BEAUTY CULTURE,IN,3,3,5.6,4.4,12.5
JOSEPH'S COLLEGE COSMETOLOGY,NE,4,3,11.1,15.8,19.1
MORRIS COUNTY SCHOOL OF TECHNOLOGY,NJ,3,1,9.3,9,9.2
IMPERIAL COLLEGE LONDON,FC,8,5,0,2.4,1.2
COLORADO SCHOOL OF TRADES,CO,5,3,3.5,6,2.5
SYLVAIN MELLOUL INTERNATIONAL HAIR ACADEMY,VA,3,3,17,10.7,13.6
CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CENTER,NY,4,2,0,0,0
CENTER FOR ALLIED HEALTH EDUCATION,NY,4,3,3.8,4.9,7
AUTOMOTIVE TRAINING CENTER,PA,4,3,18.3,17.4,14.5
WELDER TRAINING & TESTING INSTITUTE,PA,3,3,22.2,35.1,9.3
UNIVERSITY OF MARYLAND GLOBAL CAMPUS,MD,8,1,4.4,6.1,6.1
LOYOLA MARYMOUNT UNIVERSITY,CA,8,2,1.8,1.6,1.8
NORTHEAST COMMUNITY COLLEGE,NE,5,1,5,12.7,11.5
MENDOCINO COLLEGE,CA,5,1,16,21.1,22.8
MAINE COLLEGE OF ART,ME,8,2,6.5,10.3,9.8
MEMORIAL SLOAN KETTERING CANCER CENTER,NY,11,2,0,0,0
STATE UNIVERSITY OF NEW YORK POLYTECHNIC INSTITUTE,NY,8,1,2.7,4.3,4.4
UNIVERSITY OF BATH,FC,8,5,0,0,3.7
FRANKLIN UNIVERSITY SWITZERLAND,FC,8,6,4,9,4.4
REFRIGERATION SCHOOL (THE),AZ,5,3,7.6,7.7,8.5
NORTH-WEST COLLEGE,CA,5,3,6.9,0.1,1.4
UNIVERSITY OF HOUSTON - CLEAR LAKE,TX,8,1,4.5,6.4,4.4
JOSEPH F. MCCLOSKEY SCHOOL OF NURSING AT SCHUYLKILL HEALTH,PA,11,2,5.4,0,3.2
UNIVERSIDAD ANA G. MéNDEZ - GURABO CAMPUS,PR,8,2,5.1,6.5,4.3
BRIERCREST  COLLEGE AND SEMINARY,FC,8,6,7.1,9,18.1
DELAWARE TECHNICAL COMMUNITY COLLEGE,DE,6,1,9.1,14.3,13.4
MAYO CLINIC COLLEGE OF MEDICINE AND SCIENCE,MN,8,2,0,0.5,0
PIKE LINCOLN TECHNICAL CENTER,MO,3,1,11.7,13.6,6.9
NATIONAL BEAUTY COLLEGE,OH,3,3,23.5,27.4,19.4
OHIO TECHNICAL COLLEGE,OH,5,3,10.7,12.4,9.2
UNIVERSITY OF CAMBRIDGE - PETERHOUSE,FC,8,5,50,25,0
ROYAL ACADEMY OF MUSIC,FC,8,5,4.3,4.5,0
GOLDSMITHS COLLEGE - UNIVERSITY OF LONDON,FC,8,5,0,2.6,2.7
BRUNEL UNIVERSITY LONDON,FC,8,5,2.1,2.3,10.8
FRANCISCAN SCHOOL OF THEOLOGY,CA,8,2,0,4.7,4.7
PAUL MITCHELL THE SCHOOL FAYETTEVILLE,NC,3,3,11.3,14.6,14.9
TAYLOR BUSINESS INSTITUTE,IL,5,3,17.6,20,16.8
SAN DIEGO MIRAMAR COLLEGE,CA,5,1,9.3,10.1,9.1
WISCONSIN INDIANHEAD TECHNICAL COLLEGE,WI,5,1,8.9,10.2,11.8
BERK TRADE & BUSINESS SCHOOL,NY,2,3,10.5,24.3,30
UNIVERSITY OF OXFORD - MANSFIELD COLLEGE,FC,8,5,0,0,0
WORD OF LIFE BIBLE INSTITUTE,NY,12,2,2.4,6.4,6
MOHAVE COMMUNITY COLLEGE,AZ,5,1,11.3,12.3,14.8
CALIFORNIA HAIR DESIGN ACADEMY,CA,3,3,6.7,8.6,7.8
LU ROSS ACADEMY,CA,3,3,6.3,1.6,5.8
BEAVER FALLS BEAUTY ACADEMY,PA,3,3,0,4.6,9
WESTCHESTER SCHOOL OF BEAUTY CULTURE,NY,3,3,10.5,16.6,9.6
VERMONT LAW SCHOOL,VT,8,2,1,3.1,3.7
AMERICAN UNIVERSITY OF PUERTO RICO,PR,8,2,14.7,17.7,8.4
AUSTIN COMMUNITY COLLEGE,TX,6,1,9.9,12.3,12.3
VICTORIA BEAUTY COLLEGE,TX,3,3,13.2,16,8.9
BELLUS ACADEMY,CA,4,3,3.5,1.5,0.9
SAN DIEGO CHRISTIAN COLLEGE,CA,8,2,8.6,11.6,9.9
ROSEDALE TECHNICAL COLLEGE,PA,5,2,3.2,7,6.3
PRO WAY HAIR SCHOOL,GA,3,3,19.3,20.9,16.1
TRINITY BIBLE COLLEGE AND GRADUATE SCHOOL,ND,8,2,10.2,20.9,14.1
ORION TECHNICAL COLLEGE,IA,6,3,7.9,25,22.6
UNIVERSITY OF CAMBRIDGE - TRINITY COLLEGE,FC,8,5,0,"",""
VICTORIA UNIVERSITY OF WELLINGTON,FC,8,5,4.1,7.5,6.3
ROBERT FIANCE BEAUTY SCHOOLS,NJ,3,3,7.1,8.3,11.1
KENNETH SHULER SCHOOL OF COSMETOLOGY,SC,3,3,6.7,9.6,11
ECOLE HOTELIERE DE LAUSANNE,FC,8,6,0,0,16.6
UNIVERSITY OF CAMBRIDGE - GIRTON COLLEGE,FC,8,5,0,0,0
NATIONAL PARK COLLEGE,AR,5,1,13.2,15.4,12.7
"UNIVERSITY OF PUERTO RICO, AGUADILLA REGIONAL COLLEGE",PR,6,1,4.3,8.8,4.7
UNIVERSITY OF MANCHESTER (THE),FC,8,5,2,2,1.7
CALIFORNIA INSTITUTE OF INTEGRAL STUDIES,CA,8,2,3.4,4,3.4
ATLANTA METROPOLITAN  STATE COLLEGE,GA,6,1,9.6,19.4,18.7
CHATTAHOOCHEE VALLEY COMMUNITY COLLEGE,AL,5,1,9.6,13.8,15
BLACKSTONE VALLEY VOCATIONAL REGIONAL SCHOOL DISTRICT,MA,3,1,8.9,9.8,8.6
UNIVERSITY OF BRADFORD,FC,8,5,0,0,2.9
UNIVERSITY OF OXFORD - REGENT'S PARK COLLEGE,FC,8,5,0,0,""
ST. PETER'S HOSPITAL COLLEGE OF NURSING,NY,5,2,4,2.1,2
JAMES COOK UNIVERSITY,FC,8,5,3.2,2.6,2.2
BIRMINGHAM CITY UNIVERSITY,FC,8,5,10,7.4,3.3
JAGIELLONIAN UNIVERSITY MEDICAL COLLEGE,FC,8,5,3.8,0,0
CENTRAL SCHOOL OF PRACTICAL NURSING,OH,3,2,5.7,7,13.5
ASTON UNIVERSITY,FC,8,5,0,0,0
EAST ARKANSAS COMMUNITY COLLEGE,AR,5,1,17.7,19,9.5
NORTH ARKANSAS COLLEGE,AR,5,1,11.5,14.6,13
ATLANTIC TECHNICAL COLLEGE,FL,11,1,0,0,""
BALDWIN BEAUTY SCHOOLS,TX,3,3,4.6,1.4,12.1
PROVIDENCE UNIVERSITY COLLEGE AND THEOLOGICAL SEMINARY,FC,8,6,10,11.1,22.2
UNIVERSITY OF OXFORD - WOLFSON COLLEGE,FC,8,5,3.3,0,0
NORTHEAST COLLEGE OF HEALTH SCIENCES,NY,8,2,1.9,1.2,1.1
VEEB NASSAU COUNTY SCHOOL OF PRACTICAL NURSING,NY,3,1,5.8,8.9,10.4
PALMER COLLEGE OF CHIROPRACTIC,IA,8,2,1.2,1.6,1.2
UNIVERSITY OF CAMBRIDGE - GONVILLE & CAIUS COLLEGE,FC,8,5,0,0,0
UNIVERSITY OF WESTERN STATES,OR,8,2,0.8,0.8,3.6
CORNISH COLLEGE OF THE ARTS,WA,6,2,0.9,3.2,2.9
NORTHWESTERN HEALTH SCIENCES UNIVERSITY,MN,8,2,0.8,1.9,4
ROYAL COLLEGE OF MUSIC,FC,8,5,0,0,0
UNIVERSITY OF WALES TRINITY SAINT DAVID,FC,8,5,0,14.2,20
PHAGANS' CENTRAL OREGON BEAUTY COLLEGE,OR,4,3,3.7,6.2,2.8
PHAGANS' BEAUTY COLLEGE,OR,4,3,2.7,2.7,2.6
PHAGANS' SCHOOL OF HAIR DESIGN,OR,4,3,7.6,12.6,13.2
PHAGANS' SCHOOL OF BEAUTY,OR,4,3,8.3,7.6,13.5
PLAZA COLLEGE,NY,6,3,1.3,0.9,0.2
NORTHWESTERN COLLEGE,IL,6,3,12.5,20.6,19.4
ST. PAUL'S SCHOOL OF NURSING,NY,5,3,3.6,5.2,4.4
SOUTHEASTERN REGIONAL VOCATIONAL TECHNICAL SCHOOL,MA,3,1,5,4.6,12.1
THOMAS JEFFERSON UNIVERSITY,PA,8,2,1.1,3.7,3.3
SCHUYLER STEUBEN CHEMUNG TIOGA ALLEGANY BOCES,NY,3,1,8.8,18.8,14.3
UNIVERSITY OF AUCKLAND (THE),FC,8,5,2.6,0,1.3
STONE ACADEMY,CT,4,3,9.4,14.8,19.1
EVERGREEN VALLEY COLLEGE,CA,5,1,5.7,2.2,8.9
LINCOLN TECHNICAL INSTITUTE,NJ,5,3,6.6,8,8.3
EASTWICK COLLEGE - HACKENSACK CAMPUS.,NJ,5,3,3.7,7.8,8.3
PAUL MITCHELL THE SCHOOL DALLAS,TX,3,3,5.3,7.4,8.4
EVERGREEN BEAUTY AND BARBER COLLEGE,WA,3,3,3.4,2.5,8.8
RANKEN TECHNICAL COLLEGE,MO,6,2,4.7,7.7,5.5
CARIBBEAN UNIVERSITY,PR,8,2,21.2,21.1,16.9
UNIVERSIDAD DE NAVARRA,FC,8,6,0,2.3,8
LOS ANGELES MISSION COLLEGE,CA,5,1,7.5,3,12.3
FIVE TOWNS COLLEGE,NY,8,3,13.3,8.7,11.7
WEST VIRGINIA UNIVERSITY HOSPITALS,WV,11,2,0,0,0
RINGLING COLLEGE OF ART AND DESIGN,FL,6,2,1.4,5.1,2.7
SAINT LOUIS CHRISTIAN COLLEGE,MO,6,2,19,21.5,22.5
METROPOLITAN COMMUNITY COLLEGE,NE,5,1,5,13.6,14.7
ERIE 1 BOARD OF COOPERATIVE EDUCATIONAL SERVICES,NY,3,1,12.3,16.1,13.1
EMPIRE BEAUTY SCHOOL,PA,3,3,13.3,14.1,14
THOMAS M. COOLEY LAW SCHOOL,MI,8,2,1.9,2.9,3.4
ONONDAGA CORTLAND MADISON BOCES,NY,3,1,14.2,22.8,17.3
BEL - REA INSTITUTE OF ANIMAL TECHNOLOGY,CO,5,3,2,5.9,4.7
PELLISSIPPI STATE COMMUNITY COLLEGE,TN,5,1,10,12.2,11.4
SOUTHSIDE COLLEGE OF HEALTH SCIENCES,VA,6,3,3,3.6,0
EDISON STATE COMMUNITY COLLEGE,OH,5,1,8.7,14.4,16.2
UNIVERSITY OF OXFORD - LINACRE COLLEGE,FC,8,5,0,0,0
"NATIONAL UNIVERSITY OF IRELAND, GALWAY",FC,8,5,0,0,0
"CENTER FOR INSTRUCTION, TECHNOLOGY & INNOVATION",NY,3,1,9.8,21.4,22.8
PONTIFICIA UNIVERSIDAD CATOLICA MADRE Y MAESTRA,FC,8,6,7.6,6.6,2.5
DOMINICAN HOUSE OF STUDIES,DC,8,2,0,0,0
INSTITUTO TECNOLOGICO DE SANTO DOMINGO,FC,8,6,3.2,4.4,14.7
JOHN WOOD COMMUNITY COLLEGE,IL,5,1,13.6,19,16.8
UNIVERSITY OF CAMBRIDGE - SAINT JOHN'S COLLEGE,FC,8,5,0,0,0
MOLER HOLLYWOOD BEAUTY ACADEMY,OH,4,3,11.8,13.9,12.5
INTERNATIONAL SALON AND SPA ACADEMY,CO,3,3,7.6,13.6,12.6
ARKANSAS NORTHEASTERN COLLEGE,AR,5,1,7.1,13,11.9
SOUTHERN STATE COMMUNITY COLLEGE,OH,5,1,14.6,18.1,21
NORTH-WEST COLLEGE,CA,4,3,3.1,0.5,1.7
PAT GOINS BENTON ROAD BEAUTY SCHOOL,LA,3,3,12.9,10.7,4.8
CELEBRITY STYLIST BEAUTY SCHOOL,LA,3,3,13.3,12.2,8.8
MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL,MA,3,1,6.1,9.9,11.7
"NORTH COAST COLLEGE, THE",OH,6,3,19.6,20.5,23.5
LAKE TAHOE COMMUNITY COLLEGE,CA,5,1,0,0,10
MTI COLLEGE,CA,5,3,7.6,11.5,11.5
SOUTH HILLS BEAUTY ACADEMY,PA,3,3,12,14.7,12
CHARLES & SUE'S SCHOOL OF HAIR DESIGN,TX,3,3,11.4,4.8,2.7
TINT SCHOOL OF MAKEUP & COSMETOLOGY,WA,3,3,5.9,6.5,13.2
ROB ROY ACADEMY,MA,3,3,8.1,25.8,15.6
HUDSON COUNTY COMMUNITY COLLEGE,NJ,5,1,11.7,15.7,14.6
UNIVERSITY OF HUDDERSFIELD (THE),FC,8,5,0,0,0
PROFESSIONAL INSTITUTE OF BEAUTY,CA,3,3,7.2,2.1,13.2
OLYMPIAN ACADEMY OF COSMETOLOGY,NM,3,3,15.8,16.2,20.7
LA' JAMES INTERNATIONAL COLLEGE,IA,4,3,11.8,16.2,7.2
NAZARENE BIBLE COLLEGE,CO,6,2,12.2,13,12.4
SUMMIT SALON ACADEMY - PORTLAND,OR,4,3,18.1,21.8,15.8
LANCASTER BEAUTY SCHOOL,CA,3,3,5.4,2.9,8.4
OGLE SCHOOL HAIR SKIN NAILS,TX,3,3,15.9,20.7,21.6
CITY UNIVERSITY OF SEATTLE,WA,8,2,4.4,6.2,4.7
BORICUA COLLEGE,NY,8,2,8.8,9.7,14.5
SOUTH UNIVERSITY,GA,8,3,11,11.8,11.6
AMERICAN BEAUTY COLLEGE,CA,3,3,15.7,2.7,5.7
CAPRI OAK FOREST BEAUTY COLLEGE,IL,3,3,4.7,3.1,1
SALON SUCCESS ACADEMY,CA,3,3,12.8,16.5,14.9
CALIFORNIA WESTERN SCHOOL OF LAW,CA,8,2,0.4,2.5,0.7
INTERNATIONAL COLLEGE OF BROADCASTING,OH,5,3,13.3,31.9,36.5
YESHIVATH BETH MOSHE,PA,8,2,0,0,0
MASSEY UNIVERSITY,FC,8,5,0,2.3,3.2
CONTINENTAL ACADEMIE OF HAIR DESIGN,NH,3,3,4.3,6,4.4
BAPTIST BIBLE COLLEGE,MO,8,2,14.1,15.7,11.4
ROXBOROUGH MEMORIAL HOSPITAL,PA,4,3,1.3,1.4,3
M.J. MURPHY BEAUTY COLLEGE,MI,3,3,9.4,12,11.7
UNIVERSITY OF HOUSTON - VICTORIA,TX,8,1,8,10.2,6.7
ACADEMY OF HAIR DESIGN,NV,3,3,3.1,6.9,7
LYTLE'S REDWOOD EMPIRE BEAUTY COLLEGE,CA,3,3,2.9,6.9,7.6
SOUTH HILLS SCHOOL OF BUSINESS & TECHNOLOGY,PA,5,3,8.9,14.1,11.4
ACADEMY COLLEGE,MN,6,3,0,9.4,8
BLACK RIVER TECHNICAL COLLEGE,AR,5,1,6.8,10.7,11.6
UNIVERSITY OF CAMBRIDGE - DARWIN COLLEGE,FC,8,5,0,0,0
LIBERTY UNIVERSITY,VA,8,2,6.3,8.5,9
CENTRO DE ESTUDIOS UNIVERSITARIOS XOCHICALCO,FC,8,6,28.1,25,30.1
EASTWICK COLLEGE,NJ,6,3,1.9,4.1,3.2
BOSSIER PARISH COMMUNITY COLLEGE,LA,5,1,19.3,25.8,23.7
FOUR RIVERS CAREER CENTER,MO,3,1,8,14.7,5.4
CAPRI COSMETOLOGY LEARNING CENTER,NY,3,3,9,8.6,8
MITCHELL'S ACADEMY,NC,3,3,18.3,19.5,12
MIAT COLLEGE OF TECHNOLOGY,MI,5,3,15.4,21.8,19
VENUS BEAUTY ACADEMY,PA,3,3,11.5,17.2,4.9
MONTSERRAT COLLEGE OF ART,MA,6,2,6.4,9.8,9.3
COASTLINE COMMUNITY COLLEGE,CA,5,1,24.6,18.6,21.6
SHERMAN COLLEGE OF STRAIGHT CHIROPRACTIC,SC,8,2,2,1.8,3.6
PRESCOTT COLLEGE,AZ,8,2,4.7,5,6.9
CALIFORNIA BEAUTY COLLEGE,CA,3,3,0,3,2.6
OHIO STATE COLLEGE OF BARBER STYLING,OH,3,3,24.7,23.4,24.5
"NEW SCHOOL, THE",NY,8,2,5.4,7.3,5.3
ADLER UNIVERSITY,IL,8,2,2.2,4.5,2.9
COX COLLEGE,MO,8,2,1.3,4.8,6
DOUGLAS EDUCATION CENTER,PA,5,3,9.7,23.5,16.6
NEW YORK SCHOOL OF INTERIOR DESIGN,NY,8,2,3.5,4.5,3.6
CONCORDIA UNIVERSITY,CA,8,2,2.9,2.7,3.4
GALLIA JACKSON VINTON JOINT SCHOOL ADULT EDUCATION,OH,3,1,8.2,2.8,4.4
UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE AT BATESVILLE,AR,5,1,11.6,11.4,9.3
WOR-WIC COMMUNITY COLLEGE,MD,5,1,11,11.9,12.5
SOUTH ARKANSAS COMMUNITY COLLEGE,AR,5,1,6.9,14.5,21.6
LIFE UNIVERSITY,GA,8,2,6.1,9.7,8.4
